date,area,cluster,daily_mean,daily_max,daily_min,peak_valley,load_factor,weekday,is_weekend,month,最高温度,最低温度,平均温度,相对湿度,降雨量
2014-02-15,1,2,5641.169569999999,7399.296256,3687.573184,3711.723072,0.7623927161215694,Saturday,True,2,9.6,6.6,7.9,66.0,0.0
2014-02-16,1,1,5007.562659,6262.103584,3686.623072,2575.4805120000005,0.7996614223684486,Sunday,True,2,17.0,9.6,12.5,73.0,0.0
2014-02-17,1,2,5769.029840000002,7638.410272,3421.882432,4216.527840000001,0.7552657731867904,Monday,False,2,22.9,13.4,17.0,78.0,0.0
2014-02-18,1,2,6161.8724330000005,8026.886848,4006.710112,4020.176736,0.7676540793066379,Tuesday,False,2,19.1,8.8,15.1,92.0,1.2
2014-02-19,1,2,6378.391287999994,8246.173792,4160.906368,4085.2674239999997,0.773497072568125,Wednesday,False,2,9.7,6.5,8.2,77.0,11.7
2014-02-20,1,2,6399.577049999999,8251.574656,4286.128288,3965.446368000001,0.7755582803030994,Thursday,False,2,16.9,4.0,9.7,57.0,0.0
2014-02-21,1,2,6438.591467000001,8326.46128,4249.769728,4076.6915519999993,0.7732686492478352,Friday,False,2,17.2,8.7,12.6,56.0,0.0
2014-02-22,1,2,6279.469887000002,8126.369728,4329.007168,3797.3625599999996,0.7727275643592281,Saturday,True,2,14.6,10.8,12.9,70.0,0.5
2014-02-23,1,2,5350.501434999998,6643.143424,4089.553312,2553.590112,0.8054171185993046,Sunday,True,2,21.9,11.7,15.3,74.0,1.0
2014-02-24,1,2,6251.027458,8233.283104,3743.71984,4489.563264,0.759238736120108,Monday,False,2,24.0,12.6,17.4,72.0,0.0
2014-02-25,1,2,6526.220659000001,8356.948768,4373.58112,3983.3676480000004,0.7809334291948601,Tuesday,False,2,24.8,16.4,20.1,72.0,0.0
2014-02-26,1,2,6561.166242000002,8434.630048,4398.453472,4036.1765760000008,0.7778842942324151,Wednesday,False,2,25.7,18.4,21.2,78.0,0.0
2014-02-27,1,2,6631.260094000001,8486.443744,4480.610272,4005.8334720000003,0.7813944561511255,Thursday,False,2,25.9,17.1,21.0,73.0,0.0
2014-02-28,1,2,6521.104832999998,8435.266528,4508.931232,3926.335296,0.7730763232381408,Friday,False,2,22.5,17.3,19.5,79.0,0.8
2014-03-01,1,2,6123.970932999997,7916.575936,4281.351232,3635.224704,0.7735630887024939,Saturday,True,3,24.5,18.6,21.1,82.0,0.0
2014-03-02,1,1,5181.465239000001,6283.750432,4073.148928,2210.6015039999997,0.8245816403868284,Sunday,True,3,21.9,16.3,18.5,81.0,0.0
2014-03-03,1,2,6362.113070000002,8489.124064,3645.530752,4843.593311999999,0.749442819074814,Monday,False,3,17.2,15.3,16.1,87.0,0.8
2014-03-04,1,2,6744.648211000001,8650.005664,4523.150272,4126.855392,0.779727606314779,Tuesday,False,3,18.4,15.6,16.4,85.0,0.7
2014-03-05,1,2,6789.696400000005,8671.084384,4618.593952,4052.4904319999996,0.7830273699709858,Wednesday,False,3,16.4,13.7,14.9,81.0,0.5
2014-03-06,1,2,6835.879972999999,8722.522144,4648.965184,4073.556960000001,0.7837045134591291,Thursday,False,3,18.7,14.2,16.3,80.0,0.6
2014-03-07,1,2,6864.627098999997,8806.289728,4679.208928,4127.0808,0.7795141099177786,Friday,False,3,16.8,13.7,14.6,94.0,3.6
2014-03-08,1,2,6583.368956000001,8486.447488,4629.935296,3856.512192,0.7757508622199114,Saturday,True,3,15.9,14.0,14.5,92.0,1.8
2014-03-09,1,2,5660.580701000002,6948.262624,4392.547168,2555.715456,0.8146756976985563,Sunday,True,3,13.9,10.9,12.4,90.0,2.9
2014-03-10,1,2,6669.765784999999,8786.989408,3975.628288,4811.36112,0.7590501678456102,Monday,False,3,13.2,10.7,11.9,89.0,2.7
2014-03-11,1,2,6947.933401000001,8859.755296,4708.73824,4151.017056,0.7842127879239343,Tuesday,False,3,16.1,12.5,13.9,89.0,0.0
2014-03-12,1,2,7001.289644000001,8942.209408,4743.033952,4199.175456000001,0.7829485225135091,Wednesday,False,3,21.6,15.4,18.1,93.0,3.4
2014-03-13,1,2,6967.859547999999,8867.327488,4768.422784,4098.9047040000005,0.7857902572595274,Thursday,False,3,22.0,17.3,19.7,80.0,8.4
2014-03-14,1,2,6959.900563000002,8855.770048,4756.7416,4099.028448,0.7859170377365248,Friday,False,3,20.0,14.9,16.3,50.0,0.0
2014-03-15,1,2,6713.623322999999,8639.177536,4768.850272,3870.3272639999996,0.7771137119273109,Saturday,True,3,16.3,13.5,14.7,55.0,0.0
2014-03-16,1,2,5480.242138000002,6628.163584,4419.45952,2208.7040639999996,0.8268115396591881,Sunday,True,3,20.5,14.7,16.8,70.0,0.0
2014-03-17,1,2,6630.295414999998,8777.256256,3846.498016,4930.758240000001,0.755394991512026,Monday,False,3,25.0,16.8,20.3,77.0,0.0
2014-03-18,1,2,7057.812663000001,8969.029408,4815.788608,4153.2408000000005,0.7869093011005991,Tuesday,False,3,27.0,19.1,22.3,81.0,0.0
2014-03-19,1,2,7120.076609999999,9020.151232,4892.204704,4127.946528,0.7893522433128092,Wednesday,False,3,27.4,19.2,22.8,77.0,0.0
2014-03-20,1,2,7169.780189,9217.942144,4950.636256,4267.305888000001,0.7778070286182954,Thursday,False,3,27.7,19.3,22.4,76.0,0.0
2014-03-21,1,2,7019.5059360000005,8886.791872,4881.594016,4005.197856,0.7898807620460497,Friday,False,3,19.9,13.5,15.4,59.0,1.7
2014-03-22,1,2,6709.165670000002,8508.785344,4845.589888,3663.1954559999995,0.7884986397889323,Saturday,True,3,20.3,13.0,15.6,60.0,0.0
2014-03-23,1,2,5623.966836999999,6797.730112,4515.483424,2282.246688,0.8273301152500947,Sunday,True,3,24.8,15.2,18.7,56.0,0.0
2014-03-24,1,2,6688.097973,8772.533152,3993.926848,4778.606304,0.7623907321997658,Monday,False,3,26.4,14.9,20.1,57.0,0.0
2014-03-25,1,2,7074.767480000002,8984.94064,4850.103424,4134.837216000001,0.7874028069260568,Tuesday,False,3,27.3,18.5,22.2,66.0,0.0
2014-03-26,1,2,7158.397778999996,9105.0784,4914.362944,4190.715456,0.7861983680448041,Wednesday,False,3,28.1,18.5,22.8,74.0,0.0
2014-03-27,1,2,7233.471502000004,9218.425024,4955.427808,4262.997216,0.7846754172396905,Thursday,False,3,27.9,19.9,23.6,74.0,0.0
2014-03-28,1,2,7287.750155000002,9276.102784,5033.821984,4242.2808,0.7856478442186268,Friday,False,3,27.6,21.7,24.0,80.0,0.0
2014-03-29,1,2,6907.790234000003,8974.684384,5021.182624,3953.50176,0.7696972883319617,Saturday,True,3,24.2,21.0,23.1,86.0,5.8
2014-03-30,1,2,5616.592822999999,6870.969088,4368.150592,2502.818496,0.8174382319386734,Sunday,True,3,22.1,20.2,20.9,95.0,163.6
2014-03-31,1,2,6307.957071000001,8395.684384,3756.245536,4639.438848,0.7513332782043752,Monday,False,3,21.2,18.8,20.0,95.0,95.4
2014-04-01,1,2,6747.424551,8710.562464,4487.429728,4223.1327360000005,0.7746255857628621,Tuesday,False,4,22.2,18.7,19.9,94.0,23.5
2014-04-02,1,2,6915.876146999998,8925.363424,4656.014656,4269.348767999999,0.7748565317131448,Wednesday,False,4,22.8,17.9,19.6,91.0,38.5
2014-04-03,1,2,6968.1115139999965,8893.529728,4756.444384,4137.085343999999,0.7835034825443827,Thursday,False,4,24.9,18.4,20.6,90.0,81.5
2014-04-04,1,2,6702.209074000002,8677.266208,4794.10096,3883.1652479999993,0.7723871681867851,Friday,False,4,25.4,19.0,21.6,77.0,0.0
2014-04-05,1,1,3951.556712000001,5105.030272,3281.32144,1823.7088319999998,0.7740515729502027,Saturday,True,4,27.3,16.4,21.3,65.0,0.0
2014-04-06,1,1,4436.070887999999,5762.72032,2566.772032,3195.9482880000005,0.769787642236297,Sunday,True,4,22.2,17.5,19.8,74.0,23.3
2014-04-07,1,2,6153.157407,8222.567488,3522.892384,4699.675104,0.7483255584073838,Monday,False,4,22.1,17.5,19.5,88.0,2.3
2014-04-08,1,2,6948.362707,8900.337856,4585.813792,4314.524064,0.7806852750332268,Tuesday,False,4,22.5,19.3,20.7,90.0,3.0
2014-04-09,1,2,7187.484563000002,9184.004704,4845.730432,4338.274272000001,0.7826089810112538,Wednesday,False,4,28.6,20.6,23.7,82.0,0.0
2014-04-10,1,2,7244.790307999999,9180.87808,5027.365984,4153.512096,0.789117363815379,Thursday,False,4,26.8,21.3,23.6,78.0,0.0
2014-04-11,1,2,6933.807754,8734.273792,5062.290592,3671.9831999999997,0.7938619648437053,Friday,False,4,28.6,20.1,23.6,75.0,0.0
2014-04-12,1,2,7102.468191000003,9082.616896,4983.842464,4098.774431999999,0.7819847817348701,Saturday,True,4,29.1,21.5,24.6,77.0,0.0
2014-04-13,1,2,6327.789359999999,7684.008448,4936.813792,2747.1946559999997,0.8235010935792244,Sunday,True,4,32.4,22.5,26.5,74.0,0.0
2014-04-14,1,2,7250.179320000002,9472.905664,4616.212192,4856.693472,0.765359603184158,Monday,False,4,26.6,24.0,25.1,79.0,0.0
2014-04-15,1,2,7280.148227000001,9190.604704,5143.387648,4047.2170559999995,0.7921294040457951,Tuesday,False,4,28.5,21.0,23.3,67.0,0.0
2014-04-16,1,2,7316.853504999999,9346.288768,5097.333472,4248.955296,0.7828619130677388,Wednesday,False,4,26.5,21.5,23.5,76.0,0.0
2014-04-17,1,2,7496.622674000002,9645.76192,5139.495136,4506.266784000001,0.7771934178114155,Thursday,False,4,29.7,21.8,25.1,74.0,0.0
2014-04-18,1,2,7640.3691759999965,9813.57808,5285.087488,4528.490591999999,0.7785508113061242,Friday,False,4,29.3,21.6,24.9,78.0,0.0
2014-04-19,1,2,7401.236733999998,9409.106848,5312.789728,4096.31712,0.7866035377814001,Saturday,True,4,29.9,21.5,25.4,76.0,0.0
2014-04-20,1,2,6312.128822999998,7559.8216,5077.397536,2482.424064,0.8349573782270203,Sunday,True,4,28.9,23.5,25.8,80.0,0.0
2014-04-21,1,2,7421.250803000002,9788.332192,4582.4608,5205.871392,0.7581731655026366,Monday,False,4,27.8,24.3,25.8,80.0,0.0
2014-04-22,1,2,7714.5605239999995,9833.003104,5395.470592,4437.532512,0.7845579262414519,Tuesday,False,4,27.4,23.1,24.8,85.0,0.1
2014-04-23,1,2,7489.6762229999995,9432.568768,5390.667328,4041.9014399999987,0.7940229652402573,Wednesday,False,4,24.1,20.9,22.8,90.0,2.5
2014-04-24,1,2,7484.81091,9526.597216,5244.063904,4282.5333120000005,0.7856751723930553,Thursday,False,4,25.4,21.7,23.3,85.0,0.0
2014-04-25,1,2,7600.298932999998,9768.308128,5278.571872,4489.736256,0.7780568378278738,Friday,False,4,28.5,22.8,24.9,82.0,0.0
2014-04-26,1,2,7315.307834,9479.668768,5369.151712,4110.517056,0.7716839072156071,Saturday,True,4,27.3,21.1,23.8,87.0,19.6
2014-04-27,1,2,6468.426463999997,7976.902624,4995.1216,2981.781024,0.8108944998950507,Sunday,True,4,29.8,20.9,24.4,79.0,0.0
2014-04-28,1,2,7277.185272999999,9565.324384,4652.985664,4912.33872,0.76078813230554,Monday,False,4,29.2,21.7,24.8,64.0,0.0
2014-04-29,1,2,7476.773829999999,9516.270592,5292.985984,4223.284608000001,0.7856831894088283,Tuesday,False,4,27.8,22.1,24.8,65.0,0.0
2014-04-30,1,2,6736.231291000003,8788.64128,5056.815136,3731.8261439999997,0.7664701603340446,Wednesday,False,4,24.3,19.4,20.8,92.0,9.6
2014-05-01,1,1,3645.0667550000003,4871.148448,3028.52944,1842.6190080000001,0.7482972021714088,Thursday,False,5,24.3,18.4,20.6,90.0,7.4
2014-05-02,1,1,4686.596600000001,6321.967168,2418.67024,3903.296928,0.7413193513123921,Friday,False,5,28.6,21.4,24.5,78.0,0.0
2014-05-03,1,2,6162.005808000002,8128.562464,3812.49856,4316.063904,0.7580683343814435,Saturday,True,5,31.0,23.1,26.4,65.0,0.0
2014-05-04,1,2,6617.337697999998,8488.226848,4598.966848,3889.26,0.7795901095125867,Sunday,True,5,25.8,23.0,23.8,79.0,3.3
2014-05-05,1,2,7046.070865999999,9107.14192,4718.913472,4388.228448,0.7736862923510913,Monday,False,5,23.4,18.0,20.4,91.0,29.1
2014-05-06,1,2,7129.4315089999955,9098.774656,4964.923744,4133.850912,0.7835595207645503,Tuesday,False,5,20.3,17.5,18.5,95.0,23.1
2014-05-07,1,2,7155.321691999997,9090.22192,4963.53856,4126.68336,0.7871448854573175,Wednesday,False,5,20.0,18.3,19.2,97.0,24.2
2014-05-08,1,2,7247.3052529999995,9324.657856,5007.484864,4317.172992,0.7772194288433525,Thursday,False,5,24.2,19.5,21.4,96.0,75.2
2014-05-09,1,2,7225.722176,9244.729408,4981.709248,4263.020159999999,0.7816045075096697,Friday,False,5,22.3,20.9,21.3,97.0,53.8
2014-05-10,1,2,7043.305197999998,9011.37808,4995.826528,4015.551552000001,0.781601341711766,Saturday,True,5,27.5,21.3,23.7,89.0,5.3
2014-05-11,1,2,5921.182030000001,7258.962304,4732.896256,2526.0660479999997,0.8157064029299581,Sunday,True,5,24.8,22.4,23.6,94.0,50.4
2014-05-12,1,2,6977.101715,9353.224384,4123.791232,5229.433152,0.7459568410371198,Monday,False,5,28.6,22.5,24.5,93.0,0.1
2014-05-13,1,2,7737.6898759999995,10079.062144,5211.02176,4868.040384,0.7676993916151411,Tuesday,False,5,29.7,24.7,26.9,91.0,5.2
2014-05-14,1,3,8100.027687000002,10447.502464,5474.38,4973.122463999999,0.7753075641677113,Wednesday,False,5,31.0,27.0,28.5,84.0,0.1
2014-05-15,1,3,8329.183738000002,10627.072192,5811.04096,4816.031231999999,0.7837703167453933,Thursday,False,5,31.8,26.7,28.4,87.0,3.9
2014-05-16,1,3,8312.652641999997,10778.977216,5900.667808,4878.309407999999,0.7711912248650956,Friday,False,5,30.6,25.0,27.4,92.0,29.4
2014-05-17,1,2,7841.796294,10176.809728,5553.763264,4623.046464,0.7705554592835167,Saturday,True,5,30.9,22.8,26.9,88.0,30.1
2014-05-18,1,2,6378.039359000002,7801.870048,5144.233792,2657.636256,0.8175013579769898,Sunday,True,5,30.6,23.0,25.9,92.0,24.2
2014-05-19,1,2,7695.024017999996,10395.805984,4487.94064,5907.865344000001,0.7402046584789357,Monday,False,5,31.9,23.7,26.0,90.0,28.3
2014-05-20,1,2,7934.178276999999,10438.706848,5493.087328,4945.61952,0.7600729086975122,Tuesday,False,5,29.9,23.1,25.6,92.0,15.2
2014-05-21,1,3,7994.367450000002,10419.394336,5427.289888,4992.104447999999,0.7672583637974715,Wednesday,False,5,30.8,23.7,26.1,89.0,0.7
2014-05-22,1,3,8142.717830000004,10588.03936,5727.390112,4860.649248000001,0.7690486928828345,Thursday,False,5,28.9,22.7,27.3,88.0,23.4
2014-05-23,1,2,7809.773259999999,10092.94,5528.608768,4564.331232,0.7737857611360018,Friday,False,5,25.9,23.1,24.4,97.0,54.6
2014-05-24,1,2,7752.666279999998,10016.677216,5405.656576,4611.02064,0.773975851754151,Saturday,True,5,31.6,24.3,27.2,86.0,0.1
2014-05-25,1,2,6957.8330670000005,8384.347168,5447.268448,2937.0787200000004,0.8298598480696882,Sunday,True,5,32.5,25.8,28.9,81.0,0.5
2014-05-26,1,3,8416.299367,11028.272512,5273.98,5754.292512,0.7631566374372886,Monday,False,5,33.4,25.6,29.0,81.0,19.5
2014-05-27,1,3,8914.780168000001,11303.090272,6322.930912,4980.15936,0.7887029080961764,Tuesday,False,5,34.2,25.9,29.1,80.0,0.0
2014-05-28,1,3,9074.499706,11446.854016,6446.249728,5000.6042879999995,0.7927505403070566,Wednesday,False,5,33.5,26.4,29.4,76.0,0.0
2014-05-29,1,3,9104.740853,11438.706208,6643.212832,4795.493375999999,0.7959589736322039,Thursday,False,5,32.3,24.9,28.3,85.0,7.6
2014-05-30,1,3,9036.263311000002,11410.88128,6538.951072,4871.930208,0.7918988103782991,Friday,False,5,32.7,27.1,29.3,80.0,0.1
2014-05-31,1,3,8379.782418,10464.71968,6441.49888,4023.2208,0.8007651111778276,Saturday,True,5,33.6,27.1,30.0,75.0,0.0
2014-06-01,1,2,6616.47813,7429.777696,5669.73952,1760.038176,0.8905351412549182,Sunday,True,6,33.9,26.9,30.1,76.0,0.0
2014-06-02,1,1,5158.932387000002,6020.84176,4411.769248,1609.0725120000006,0.8568457024188594,Monday,False,6,33.9,27.0,30.2,74.0,0.0
2014-06-03,1,2,7921.287529000001,11047.105024,4421.425024,6625.68,0.7170464580350133,Tuesday,False,6,32.0,23.6,27.7,86.0,5.1
2014-06-04,1,3,8866.881192999997,11381.346208,6045.184864,5336.161344000001,0.7790713884766484,Wednesday,False,6,33.1,24.3,28.6,79.0,0.0
2014-06-05,1,3,9132.952716,11512.152832,6634.985344,4877.167488,0.793331434118334,Thursday,False,6,32.6,25.7,29.1,83.0,10.4
2014-06-06,1,3,8601.736753000003,11074.570048,6310.6192,4763.9508479999995,0.7767106728042615,Friday,False,6,29.7,23.5,25.6,92.0,25.0
2014-06-07,1,3,8230.032623000001,10410.746848,6011.516416,4399.230432,0.7905323934162385,Saturday,True,6,29.8,25.0,26.6,89.0,1.4
2014-06-08,1,2,7379.275071999997,8809.465024,5810.22064,2999.2443839999996,0.8376530302233252,Sunday,True,6,34.3,26.1,29.4,75.0,0.0
2014-06-09,1,3,8613.009913000002,11242.483744,5548.287328,5694.196415999999,0.7661127299914201,Monday,False,6,32.1,25.5,28.7,79.0,4.9
2014-06-10,1,3,8887.404315999998,11216.948128,6352.387168,4864.56096,0.792319284584642,Tuesday,False,6,32.2,25.7,28.0,78.0,17.0
2014-06-11,1,3,8706.56996,10909.72192,6435.12112,4474.6008,0.7980560846412482,Wednesday,False,6,29.4,25.4,26.9,88.0,3.7
2014-06-12,1,3,8545.970843000001,10792.825024,6195.6184,4597.2066239999995,0.7918196416597443,Thursday,False,6,32.3,23.8,27.7,75.0,1.8
2014-06-13,1,3,8705.878128999997,11022.49936,6164.83936,4857.66,0.7898279550455785,Friday,False,6,33.8,25.2,29.5,56.0,0.0
2014-06-14,1,3,8570.868656,10749.228448,6346.202464,4403.025984,0.7973473349703248,Saturday,True,6,34.3,26.7,30.8,45.0,0.0
2014-06-15,1,2,7240.267849999999,8140.544704,6089.043904,2051.5008,0.8894082783480528,Sunday,True,6,34.0,25.7,30.1,63.0,0.0
2014-06-16,1,3,8947.366362,11740.916896,5665.36096,6075.555936000001,0.7620670890744715,Monday,False,6,35.1,28.0,30.5,77.0,0.3
2014-06-17,1,3,9404.501649,11633.611552,6942.007168,4691.604384,0.8083905506870064,Tuesday,False,6,32.4,28.0,29.7,82.0,0.4
2014-06-18,1,3,9306.178235000001,11630.796256,6658.287808,4972.508448,0.8001325128706649,Wednesday,False,6,32.8,25.4,28.7,86.0,60.6
2014-06-19,1,3,9428.039422000003,11740.496896,6883.744864,4856.752032,0.8030358089198206,Thursday,False,6,33.1,26.6,29.5,82.0,1.3
2014-06-20,1,3,9325.646876999997,11697.428128,6848.054656,4849.373471999999,0.7972390832372206,Friday,False,6,30.9,26.7,29.1,83.0,4.0
2014-06-21,1,3,8782.279328999999,10982.565664,6620.135296,4362.430367999999,0.7996564370917109,Saturday,True,6,32.6,24.8,28.8,85.0,43.5
2014-06-22,1,2,7260.938270000002,8573.687488,6007.914496,2565.7729919999992,0.8468862761982681,Sunday,True,6,29.1,25.9,27.0,90.0,4.0
2014-06-23,1,3,8563.680924000002,11208.876256,5461.186528,5747.689727999999,0.7640088737188038,Monday,False,6,31.7,26.1,28.1,84.0,0.0
2014-06-24,1,3,8724.263827999997,11043.536896,6136.384384,4907.152512,0.7899881994472215,Tuesday,False,6,29.8,25.3,27.1,89.0,16.3
2014-06-25,1,3,8859.90516,11186.269408,6295.525504,4890.743904,0.7920339513425029,Wednesday,False,6,30.7,25.7,28.1,86.0,10.7
2014-06-26,1,3,9154.611471000002,11615.302144,6401.811232,5213.490911999999,0.7881509544483876,Thursday,False,6,33.5,27.7,30.1,78.0,0.3
2014-06-27,1,3,9337.074075000004,11682.457216,6725.954656,4956.502560000001,0.7992388846254178,Friday,False,6,34.4,26.8,30.2,76.0,0.2
2014-06-28,1,3,9057.196723,11222.603104,6824.812192,4397.7909119999995,0.8070495444832938,Saturday,True,6,34.3,27.6,30.6,74.0,0.0
2014-06-29,1,2,7609.292850000001,8786.334016,6349.61824,2436.715776000001,0.8660372842807255,Sunday,True,6,33.7,27.2,30.1,75.0,0.0
2014-06-30,1,3,8572.954610000003,11042.411872,5674.098016,5368.313856000001,0.7763661335381136,Monday,False,6,32.6,27.4,29.7,76.0,0.3
2014-07-01,1,3,8829.365741,11012.050048,6335.672992,4676.377055999999,0.801791283413535,Tuesday,False,7,32.0,26.9,29.2,79.0,0.0
