area,date,cluster,PC1,PC2
1,2014-04-07,2,-7.058174933325444,-4.125859466987161
1,2014-04-08,2,-2.1220800003002154,-2.007256790792736
1,2014-04-09,2,-0.6643452940935406,-1.5710473676361052
1,2014-04-10,2,-0.2586818180054299,-0.8817285839961214
1,2014-04-11,2,-1.8496455037824329,0.09851372313955732
1,2014-04-12,2,-1.0938557442439278,-0.4890717715323518
1,2014-04-13,2,-5.235982414527631,2.123674945726149
1,2014-04-14,2,-0.5056416726549273,-2.6937270957592188
1,2014-04-15,2,-0.012787869549015335,-0.5920259305317618
1,2014-04-16,2,0.15280629460128692,-0.9397210029860831
1,2014-04-17,2,1.1444084141253859,-1.3370532389540128
1,2014-04-18,2,2.0010656647444227,-1.0824816714940315
1,2014-04-19,2,0.712621194414061,0.04963921927945713
1,2014-04-20,2,-5.205949936222768,2.9544197940261983
1,2014-04-21,2,0.38911742620705875,-3.511211445163473
1,2014-04-22,2,2.4627917671940955,-0.895310812129135
1,2014-04-23,2,1.2496007660263269,-0.20772531220827817
1,2014-04-24,2,1.1453629951382598,-0.848651503984597
1,2014-04-25,2,1.796505026064862,-1.0240358815138142
1,2014-04-26,2,0.2719839103957888,0.5808971751957492
1,2014-04-27,2,-4.471287151841127,1.8558095766729987
1,2014-04-28,2,-0.32161439495982624,-2.7531500735081105
1,2014-04-29,2,1.1123863240277267,-0.5188730029967576
1,2014-04-30,2,-3.1005743275413056,1.4474703956892732
1,2014-05-01,1,-20.305682203130605,6.231700902082714
1,2014-05-02,1,-15.548533127968092,-3.8723416834965114
1,2014-05-03,2,-6.8543773134016535,-2.6215547616623907
1,2014-05-04,2,-3.940759207237281,-0.5455375237382599
1,2014-05-05,2,-1.5459388710734074,-1.5375927854231377
1,2014-05-06,2,-0.939103485980794,-0.9967752879195614
1,2014-05-07,2,-0.7662555058895635,-0.7985095389604557
1,2014-05-08,2,-0.2871178837667697,-1.1555809210711785
1,2014-05-09,2,-0.40169006626003434,-1.071637643519241
1,2014-05-10,2,-1.3934842740359341,-0.2027356615187062
1,2014-05-11,2,-7.52220643314302,3.1654197550196326
1,2014-05-12,2,-2.248207941436374,-4.276055379374325
1,2014-05-13,2,2.4756249352908943,-1.814998096871077
1,2014-05-14,3,4.598539154215445,-1.6216431166543432
1,2014-05-15,3,6.032973767965742,-0.7866573102178
1,2014-05-16,3,5.985290081051355,-0.2679341557568906
1,2014-05-17,2,3.1885922782768206,0.025888976061264515
1,2014-05-18,2,-4.788752467380358,3.3627301977779847
1,2014-05-19,2,1.7766464829153934,-4.60449768297964
1,2014-05-20,2,3.65435307792819,-0.8720057476666822
1,2014-05-21,3,3.9964402777748917,-1.6229568437074178
1,2014-05-22,3,4.902374529857285,-0.5783489295053403
1,2014-05-23,2,3.0288480910462257,-0.6231948138205917
1,2014-05-24,2,2.6719443521900677,-0.591235821011857
1,2014-05-25,2,-1.4495448182695212,2.9219898629361625
1,2014-05-26,3,6.220601349569334,-3.3691306286046894
1,2014-05-27,3,9.544935850197836,-0.18376914583785378
1,2014-05-28,3,10.503418747639206,0.01534270792840731
1,2014-05-29,3,10.780646264280099,0.8910184209220455
1,2014-05-30,3,10.320190370445715,0.6702931948014996
1,2014-05-31,3,6.747370103029442,3.0125503030089735
1,2014-06-01,2,-2.962560939121795,6.691027124653008
1,2014-06-02,1,-11.384016859177413,6.208749094512476
1,2014-06-03,2,2.9172691478064237,-5.601354641432438
1,2014-06-04,3,9.110524266579663,-1.5522449538737417
1,2014-06-05,3,10.894372427318238,0.7003814460084277
1,2014-06-06,3,7.818874100390248,0.83429399015998
1,2014-06-07,3,5.632129200459208,0.702154295462563
1,2014-06-08,2,1.0694340705090608,3.103981209605382
1,2014-06-09,3,7.47468710193198,-2.2903696283462036
1,2014-06-10,3,9.425167387137142,0.1324351337892719
1,2014-06-11,3,8.479875550856221,1.0136423479661494
1,2014-06-12,3,7.485676528613796,0.24445479999434966
1,2014-06-13,3,8.323103949066594,-0.08726202196909714
1,2014-06-14,3,7.754870049292339,1.694614031940952
1,2014-06-15,2,0.7106100898753601,6.486097471019719
1,2014-06-16,3,9.34180041502487,-3.1852484982464833
1,2014-06-17,3,12.586247334830594,1.372050780192225
1,2014-06-18,3,11.904811012360534,0.3051292322655801
1,2014-06-19,3,12.722713114710045,1.0544722022263229
1,2014-06-20,3,12.12637220177381,1.1667773379601876
1,2014-06-21,3,9.031596375378712,2.5472458424504993
1,2014-06-22,2,0.6064138405560986,4.9157902396486595
1,2014-06-23,3,7.107803127458108,-3.020792978149365
1,2014-06-24,3,8.41354798781801,-0.4031619052873841
1,2014-06-25,3,9.248386915951817,-0.09172359840641617
1,2014-06-26,3,10.929789521880068,-0.49244882266478024
1,2014-06-27,3,12.133907035274406,0.7633754508972985
1,2014-06-28,3,10.679695855973906,2.5807302059565878
1,2014-06-29,2,2.7915161800039434,6.276696924217544
1,2014-06-30,3,7.331593555306571,-1.4836045546584933
1,2014-07-01,3,9.155067407408504,0.8680970017854212
1,2014-07-02,3,11.25891668700649,-0.2777890713686342
1,2014-07-03,3,13.082154526748326,0.9095270033239
1,2014-07-04,3,13.712700870416596,1.2091592343767659
1,2014-07-05,3,12.312136829954353,3.184150920435464
1,2014-07-06,3,4.9570080991581005,6.837251342701384
1,2014-07-07,3,11.986890492561002,-1.3542245755933247
1,2014-07-08,3,13.99943162117643,2.3064782776826607
1,2014-07-09,3,13.530067678405304,0.2594742523589836
1,2014-07-10,3,14.71993769344067,2.0597815616278714
1,2014-07-11,3,13.09762635744379,2.0551223996701524
1,2014-07-12,3,10.124848963979515,2.430646820817049
1,2014-07-13,2,2.327330630667515,5.67981750307245
1,2014-07-14,3,10.87722394290114,-2.474037068884459
1,2014-07-15,3,13.811555252410963,1.4408324379079698
1,2014-07-16,3,13.576165369349821,1.234064361545415
1,2014-07-17,3,13.89455613431323,1.1499839110321357
1,2014-07-18,3,11.579393298193683,2.688587991046225
1,2014-07-19,3,8.318579692484432,0.7036761073606965
1,2014-07-20,2,2.088492491583468,5.388388309697596
1,2014-07-21,3,9.12377845181007,-1.9062482329228125
1,2014-07-22,3,13.348274355501951,0.1734178733724231
1,2014-07-23,3,15.749854790834702,1.5085126078790347
1,2014-07-24,3,15.693762716552124,2.8208796182134823
1,2014-07-25,3,11.964358554085175,1.0846259678041914
1,2014-07-26,3,9.317062650855634,2.8197037982531006
1,2014-07-27,2,1.7603990533054776,4.935597180380646
1,2014-07-28,3,9.150452615190382,-2.8178652072176757
1,2014-07-29,3,12.813745154665046,0.7623648799032146
1,2014-07-30,3,13.682275870969265,1.2019547735649465
1,2014-07-31,3,13.975356407897198,1.9347814091681015
1,2014-08-01,3,13.040549603873812,2.9172088663830924
1,2014-08-02,3,9.41518268940063,2.0850903364136255
1,2014-08-03,2,2.436631279837184,4.707050960976803
1,2014-08-04,3,10.520111955463499,-1.5513523189837153
1,2014-08-05,3,13.498652051694789,0.8536671016418313
1,2014-08-06,3,13.30554016512729,1.7422552024618552
1,2014-08-07,3,12.581507211895431,1.4804864743076764
1,2014-08-08,3,12.858755590004185,0.6728120026038446
1,2014-08-09,3,11.238169819861824,2.540265891579649
1,2014-08-10,3,3.732108465017134,6.398952429287886
1,2014-08-11,3,11.375520228616251,-1.7286327453912953
1,2014-08-12,3,13.139590869005124,1.8237275344041157
1,2014-08-13,3,9.096077618226849,1.2235227124834507
1,2014-08-14,3,8.99282520744326,-0.6050615975188289
1,2014-08-15,3,10.187761498115268,-0.6167876218281604
1,2014-08-16,3,8.516172009477161,1.5470123226345909
1,2014-08-17,2,2.0908992953986747,4.488741679937421
1,2014-08-18,3,10.681996931107976,-2.1787171720598404
1,2014-08-19,3,12.150262912067475,2.2926328626039685
1,2014-08-20,3,6.6612963621581756,0.9554472001711944
1,2014-08-21,3,7.471625956215448,-1.7476949489836797
1,2014-08-22,3,8.64813737029588,-0.15576640537320902
1,2014-08-23,3,7.542326055621052,0.83855773684658
1,2014-08-24,2,1.1628196240087463,4.695554998221649
1,2014-08-25,3,9.239005034565192,-2.777904439728228
1,2014-08-26,3,12.420827392157369,0.607055686510333
1,2014-08-27,3,12.822508311100519,1.157312282603443
1,2014-08-28,3,12.951114013720042,1.2610124034816257
1,2014-08-29,3,12.978529757005589,1.28426789017575
1,2014-08-30,3,10.439514531403406,2.9445427410492018
1,2014-08-31,2,1.3018941126332324,6.9197095276112295
1,2014-09-01,3,6.8106822085500704,-2.9849248762389333
1,2014-09-02,3,10.970793843990904,-0.38142614474225567
1,2014-09-03,3,12.946963587594887,0.5436685241746639
1,2014-09-04,3,13.406547748876024,1.2310806010085091
1,2014-09-05,3,11.584825719712438,2.7335246011216006
1,2014-09-06,3,7.637103344240684,1.5698962665634137
1,2014-09-07,2,-1.253413527679737,7.038454351169901
1,2014-09-08,1,-12.735215931467781,7.055023284940329
1,2014-09-09,2,2.1216890433679616,-7.7128891640952935
1,2014-09-10,3,10.502622574124791,-0.43069905287233545
1,2014-09-11,3,11.879018137510332,0.3792290011181665
1,2014-09-12,3,10.740079501494375,1.3214067665917761
1,2014-09-13,3,8.70648115839619,0.8687241115033282
1,2014-09-14,2,3.0910397296020586,3.924372672415393
1,2014-09-15,3,9.465754493371975,-2.1490171905898716
1,2014-09-16,3,8.249507310175273,0.7224555224704677
1,2014-09-17,3,8.446433621257519,-1.2158384056469465
1,2014-09-18,3,10.137501464821687,-0.9791816302016612
1,2014-09-19,3,12.244415986150269,-0.09842195375990831
1,2014-09-20,3,8.971745399161138,3.2604938362166442
1,2014-09-21,2,-1.40507408843879,4.470863846108954
1,2014-09-22,3,4.851371546067529,-3.65698482337564
1,2014-09-23,3,7.225143289929146,-1.125844206759573
1,2014-09-24,3,8.502476624986839,-0.7310373728655184
1,2014-09-25,3,9.769396052137626,-0.5365282179510391
1,2014-09-26,3,10.47706551923348,-0.07280758719320114
1,2014-09-27,3,10.026433308178504,1.0135301103022896
1,2014-09-28,3,6.937068443051198,2.67957944025988
1,2014-09-29,3,9.757655994515002,-0.38440927313332934
1,2014-09-30,3,6.898358905121104,3.4817411842558386
1,2014-10-01,1,-13.258129214992081,8.509987298873723
1,2014-10-02,1,-15.46977608486207,1.8114082993035676
1,2014-10-03,1,-11.710624053595048,1.1900696856740902
1,2014-10-04,2,-4.389754763097144,-1.8421903008937535
1,2014-10-05,2,-1.985323141883886,1.5903921937779666
1,2014-10-06,2,2.1837073671669023,-1.9652657184254927
1,2014-10-07,2,3.295791429538272,-0.43865735568397785
1,2014-10-08,2,3.392542130076111,-0.8960225628225236
1,2014-10-09,3,4.183351546958998,-0.9932738685592383
1,2014-10-10,3,4.056860308195129,-0.6793410984851512
1,2014-10-11,2,3.7294060600768337,-0.292892253829922
1,2014-10-12,2,-2.348449359644298,3.4829796653804506
1,2014-10-13,2,1.6905258286838931,-2.898806488746755
1,2014-10-14,2,2.583115012496311,-0.9768779538096218
1,2014-10-15,2,2.3058983946733114,-0.9821761345002735
1,2014-10-16,2,2.571415258953779,-1.1273810069956576
1,2014-10-17,2,2.5027710300583568,-1.144172584234808
1,2014-10-18,2,1.197898636368489,0.011703062942425783
1,2014-10-19,2,-5.165516143779531,3.0524602011811104
1,2014-10-20,2,1.9766022609579001,-4.622580705918576
1,2014-10-21,3,5.937878465353657,-1.5040920690807973
1,2014-10-22,3,5.424894403777324,-0.22851558454924617
1,2014-10-23,2,3.5004832608367717,-0.2201797549206358
1,2014-10-24,2,3.1735574252314573,-0.7836444281640724
1,2014-10-25,2,1.3807372124198007,0.053011543884355465
1,2014-10-26,2,-4.7100980970327155,2.7828913109124795
1,2014-10-27,2,1.927713123206615,-4.063837209926859
1,2014-10-28,2,3.5249942234647094,-1.0260508104749277
1,2014-10-29,3,4.12356907322106,-1.1199938382704657
1,2014-10-30,3,4.217988687484265,-0.9403797312845721
1,2014-10-31,2,3.2002190761533478,-0.5178748312331424
1,2014-11-01,2,-0.06414885091703386,0.7317075517383561
1,2014-11-02,2,-8.453370764459564,4.077435784563426
1,2014-11-03,2,-3.4467956026576716,-4.4074716662462725
1,2014-11-04,2,-0.24873242377683538,-1.1528276593301083
1,2014-11-05,2,0.8264503170777052,-1.219988597334024
1,2014-11-06,2,1.1660527394807145,-0.8675278221717749
1,2014-11-07,2,0.3668868395152834,-0.7871653365350725
1,2014-11-08,2,-1.779637933462697,0.2519155068342372
1,2014-11-09,2,-8.337892420885009,2.694834822672801
1,2014-11-10,2,-2.446152099083694,-3.822563274029061
1,2014-11-11,2,0.013466624515039079,-1.1089785292652408
1,2014-11-12,2,-0.04642799276670561,-0.8486056408774711
1,2014-11-13,2,-0.2776686727922192,-0.9237329482623534
1,2014-11-14,2,-0.4632568735068426,-0.7978771323971595
1,2014-11-15,2,-2.4926295619757113,0.3003630967050899
1,2014-11-16,2,-9.832150941850395,2.937758416913154
1,2014-11-17,2,-3.5216935724486245,-4.485336636547829
1,2014-11-18,2,-0.6845480944332134,-1.1288643303199781
1,2014-11-19,2,-0.5389803934968789,-0.9707494634892582
1,2014-11-20,2,-0.4034275869070258,-0.9738997349657204
1,2014-11-21,2,-0.3087724405583671,-0.9736857925783382
1,2014-11-22,2,-1.5914695536067744,-0.09931621455676169
1,2014-11-23,2,-7.851740884973367,2.6712604969160005
1,2014-11-24,2,-1.6330476698060794,-4.061978198761427
1,2014-11-25,2,0.787894030761928,-1.1128782478155068
1,2014-11-26,2,0.5602341561560362,-0.8565434326891069
1,2014-11-27,2,0.47130635709984686,-1.097879302798506
1,2014-11-28,2,0.6742550454178755,-1.1209518071001068
1,2014-11-29,2,-1.2827037088188007,0.3776051344634733
1,2014-11-30,2,-9.529921545818857,3.378563206412659
1,2014-12-01,2,-5.329922428027893,-3.9854536620156793
1,2014-12-02,2,-1.7640664442352354,-1.5185912140201006
1,2014-12-03,2,-1.222873807384841,-1.0909906111967589
1,2014-12-04,2,-0.6941458716310738,-1.11255592540576
1,2014-12-05,2,-0.7382842797889437,-0.9632416839710572
1,2014-12-06,2,-2.5501742226064867,0.08280576638161509
1,2014-12-07,2,-8.566786259935858,2.452837734948078
1,2014-12-08,2,-3.2850275263292255,-3.7356537917337245
1,2014-12-09,2,-1.057663011771033,-1.101039262413823
1,2014-12-10,2,-0.7774004271872866,-0.9103089206619062
1,2014-12-11,2,-0.8176971727172894,-0.8278177860783622
1,2014-12-12,2,-0.7152326609882829,-0.9731229340370665
1,2014-12-13,2,-2.4172823590883286,0.10937881197274313
1,2014-12-14,2,-9.480859689152803,2.7200596651008726
1,2014-12-15,2,-3.629019113780477,-4.294167481418985
1,2014-12-16,2,-1.5847428309374203,-1.1448145640346796
1,2014-12-17,2,-1.140507251322738,-1.3880091331076052
1,2014-12-18,2,-0.7373697746259456,-1.4660266656961685
1,2014-12-19,2,-0.5449248293139995,-1.5128588388293807
1,2014-12-20,2,-3.0256352708426935,-0.07547720067212649
1,2014-12-21,2,-8.934659456686532,2.0338652817027794
1,2014-12-22,2,-3.5705341184143013,-3.6020283891179172
1,2014-12-23,2,-0.7268267641896741,-1.7697075431735276
1,2014-12-24,2,-1.1258007148649978,-1.2128629790713217
1,2014-12-25,2,-0.9752762734502984,-1.1619104754760972
1,2014-12-26,2,-1.2553641739791692,-1.1740298546237922
1,2014-12-27,2,-2.1749408849508303,-0.5109656092689706
1,2014-12-28,2,-6.766948456186724,1.3643143780763345
1,2014-12-29,2,-3.5883337642886666,-2.6599918205428517
1,2014-12-30,2,-3.822413785601914,-0.7151414224591387
1,2014-12-31,2,-8.117911749659774,0.9855831387319451
2,2014-01-01,1,-14.552875382761814,2.807026990264478
2,2014-01-02,2,-8.98860191993739,-3.0834201397250243
2,2014-01-03,2,-6.2548829680120495,-1.1575888023970198
2,2014-01-04,2,-7.081545993669762,-0.31742037904697396
2,2014-01-05,2,-8.651830602047534,0.4478916090445974
2,2014-01-06,2,-6.522229483436783,-1.5889743861540748
2,2014-01-07,2,-5.8780311889410335,-1.0718324476606131
2,2014-01-08,2,-5.594638551278818,-1.0692811586530504
2,2014-01-09,2,-5.308161137483306,-1.0313464412900437
2,2014-01-10,2,-5.826573878925909,-0.5733641706171458
2,2014-01-11,2,-7.548760039339594,0.24562861366910457
2,2014-01-12,2,-9.53099921525599,0.6487506626551823
2,2014-01-13,2,-6.583756972010717,-1.701605803044685
2,2014-01-14,2,-6.266789186376597,-0.5641472240561611
2,2014-01-15,2,-6.973675234612749,-0.294050069673012
2,2014-01-16,2,-7.7338608966314055,-0.2253535051296966
2,2014-01-17,2,-8.408575861514345,0.12421962726507485
2,2014-01-18,2,-10.256272895788074,0.7829374336432157
2,2014-01-19,1,-12.061619623835137,1.5348893653616893
2,2014-01-20,2,-11.120442787632511,0.05307858651374854
2,2014-01-21,2,-11.554831746055005,0.5373391702008921
2,2014-01-22,1,-12.744112188977779,0.9730057749236186
2,2014-01-23,1,-13.82862418915938,1.2783572192967934
2,2014-01-24,1,-15.253126778789769,1.824791229254359
2,2014-01-25,1,-17.864476895420484,2.435170358634467
2,2014-01-26,1,-19.438365433340422,2.330580971512845
2,2014-01-27,1,-21.405197218209953,2.450627206709262
2,2014-01-28,1,-22.85740933958633,2.5319534398266352
2,2014-01-29,1,-24.51641666857182,2.7755181831423057
2,2014-01-30,1,-25.723085224397657,3.1296433458541846
2,2014-01-31,1,-27.272699840412294,3.681439283116796
2,2014-02-01,1,-27.24231678726338,3.3400099051379777
2,2014-02-02,1,-27.081832482035274,3.18425825504371
2,2014-02-03,1,-26.56929351632686,2.894570706332359
2,2014-02-04,1,-25.70513586363596,2.891197207195587
2,2014-02-05,1,-24.825797474321476,2.5984984110039324
2,2014-02-06,1,-23.355177316831533,2.2333836305222468
2,2014-02-07,1,-20.249083012695323,1.1113078597004011
2,2014-02-08,1,-18.525870787426513,0.9536275043147167
2,2014-02-09,1,-17.08677891348445,0.9141989203518681
2,2014-02-10,1,-13.35498094869628,-0.636429240662829
2,2014-02-11,2,-10.964173471002145,-0.6762469454919003
2,2014-02-12,2,-9.240435508971377,-1.0004223378251238
2,2014-02-13,2,-7.90637367158776,-0.8626555289763427
2,2014-02-14,2,-9.599553113187566,0.952364563096692
2,2014-02-15,2,-9.500147954871343,-0.037595717971167356
2,2014-02-16,2,-10.829024038694508,0.7875218837893196
2,2014-02-17,2,-8.677775232307429,-1.1780042811380995
2,2014-02-18,2,-6.712256905297498,-1.6694809510284327
2,2014-02-19,2,-5.135381768161014,-1.4738906190799679
2,2014-02-20,2,-5.82575908059986,-0.32950884755648485
2,2014-02-21,2,-6.458333286371727,-0.40160207545193055
2,2014-02-22,2,-7.5828864771792235,-0.23627936293241705
2,2014-02-23,2,-10.308796031145219,1.0482266639591855
2,2014-02-24,2,-7.650122466472091,-1.7635139909451716
2,2014-02-25,2,-6.626006746569769,-1.15483864373215
2,2014-02-26,2,-6.396662806121777,-1.0847057746515043
2,2014-02-27,2,-6.486943414748057,-0.8529669802261749
2,2014-02-28,2,-7.126431827622524,-0.6427291247498065
2,2014-03-01,2,-9.014101743350555,0.19389228794213204
2,2014-03-02,2,-10.990269582283151,0.648639348711352
2,2014-03-03,2,-6.844231546246827,-2.421586245569786
2,2014-03-04,2,-5.54784696831787,-1.4051319400255666
2,2014-03-05,2,-5.655196211223653,-1.0482371492613167
2,2014-03-06,2,-5.351100624148307,-1.333931143067993
2,2014-03-07,2,-5.093996377867557,-1.3102786793301733
2,2014-03-08,2,-6.2306007299668815,-0.25038281134451545
2,2014-03-09,2,-8.249012497663397,0.32026730115782304
2,2014-03-10,2,-4.870556105898522,-2.3654808135356293
2,2014-03-11,2,-3.9120113029735535,-1.3878184891779006
2,2014-03-12,2,-3.62741492112547,-1.5496980287110194
2,2014-03-13,2,-4.498109246280972,-0.7500214126838626
2,2014-03-14,2,-4.99439816281197,-0.9396708566276121
2,2014-03-15,2,-6.604868970060221,-0.02669702477304863
2,2014-03-16,2,-9.687243370197312,1.115656204386077
2,2014-03-17,2,-5.9270167567641865,-2.4568219197173935
2,2014-03-18,2,-4.381515939786597,-1.3074060924863042
2,2014-03-19,2,-4.11528522532933,-1.2017476042928656
2,2014-03-20,2,-4.086565429587622,-1.2048875337682907
2,2014-03-21,2,-4.970245325292901,-1.0073886214843535
2,2014-03-22,2,-6.272360007935558,0.025616009405115558
2,2014-03-23,2,-8.98669555219039,1.1426806643577687
2,2014-03-24,2,-5.420704172472197,-2.069605812875587
2,2014-03-25,2,-3.845263113984121,-1.3150333707446151
2,2014-03-26,2,-3.3625209335004818,-1.2150246259746624
2,2014-03-27,2,-3.1061906218725603,-1.2590546425795803
2,2014-03-28,2,-2.6228283539462334,-1.1448750224350916
2,2014-03-29,2,-4.628442681289752,0.06441058020899507
2,2014-03-30,2,-8.317192080024503,0.9534043120007143
2,2014-03-31,2,-6.732051713931703,-1.7019471624305582
2,2014-04-01,2,-5.609884505355454,-0.909625694519567
2,2014-04-02,2,-4.886068339160287,-1.3138691094176553
2,2014-04-03,2,-4.444689746808003,-0.9952369872945931
2,2014-04-04,2,-5.931840279594949,0.31943943380132594
2,2014-04-05,1,-13.9703887887785,3.3475598073173023
2,2014-04-06,1,-12.398191677466603,-0.06902560408535949
2,2014-04-07,2,-7.81977420252073,-1.4397668692575183
2,2014-04-08,2,-4.716451149227215,-1.617676555953242
2,2014-04-09,2,-3.2052206285313196,-1.413831390398111
2,2014-04-10,2,-2.8066392511278475,-1.065904582917649
2,2014-04-11,2,-2.419612395290703,-1.32058991775728
2,2014-04-12,2,-3.320865172811365,-0.4230457836552506
2,2014-04-13,2,-4.787664948242408,0.33814908142700284
2,2014-04-14,2,-0.9994157066333754,-1.5871216946545295
2,2014-04-15,2,-2.0126482112012765,-0.8444781331764182
2,2014-04-16,2,-2.186028000576628,-1.0464282378916212
2,2014-04-17,2,-0.9276651021645944,-1.7728774784416506
2,2014-04-18,2,-0.18506357654171873,-1.4961678153162863
2,2014-04-19,2,-1.4914133836340917,-0.28236499996924275
2,2014-04-20,2,-4.057123609922392,1.279070908974037
2,2014-04-21,2,0.23974507065584091,-2.35922670636643
2,2014-04-22,2,0.05238759588332511,-0.9295920748579742
