date,slot,model,forecast_MW
2015-01-05,84,no_weather,8045.5599
2015-01-05,85,no_weather,7884.6901
2015-01-05,86,no_weather,7750.9531
2015-01-05,87,no_weather,7689.3247
2015-01-05,88,no_weather,7487.3110
2015-01-05,89,no_weather,7365.4269
2015-01-05,90,no_weather,6974.0463
2015-01-05,91,no_weather,6551.8138
2015-01-05,92,no_weather,6250.6242
2015-01-05,93,no_weather,5975.4696
2015-01-05,94,no_weather,5871.4080
2015-01-05,95,no_weather,5678.0277
2015-01-06,0,no_weather,5555.6518
2015-01-06,1,no_weather,5313.1585
2015-01-06,2,no_weather,5236.0148
2015-01-06,3,no_weather,5060.9639
2015-01-06,4,no_weather,5035.2189
2015-01-06,5,no_weather,4990.8010
2015-01-06,6,no_weather,4922.6264
2015-01-06,7,no_weather,4860.2748
2015-01-06,8,no_weather,4783.7105
2015-01-06,9,no_weather,4762.3116
2015-01-06,10,no_weather,4744.0812
2015-01-06,11,no_weather,4710.3105
2015-01-06,12,no_weather,4676.0743
2015-01-06,13,no_weather,4659.0515
2015-01-06,14,no_weather,4632.0512
2015-01-06,15,no_weather,4632.0512
2015-01-06,16,no_weather,4632.0512
2015-01-06,17,no_weather,4600.3584
2015-01-06,18,no_weather,4600.3584
2015-01-06,19,no_weather,4600.3584
2015-01-06,20,no_weather,4600.3584
2015-01-06,21,no_weather,4613.3825
2015-01-06,22,no_weather,4600.3584
2015-01-06,23,no_weather,4632.0512
2015-01-06,24,no_weather,4659.0515
2015-01-06,25,no_weather,4686.7569
2015-01-06,26,no_weather,4679.6432
2015-01-06,27,no_weather,4785.8132
2015-01-06,28,no_weather,4975.5151
2015-01-06,29,no_weather,5448.3443
2015-01-06,30,no_weather,5603.2223
2015-01-06,31,no_weather,5765.3108
2015-01-06,32,no_weather,6605.1243
2015-01-06,33,no_weather,7807.8141
2015-01-06,34,no_weather,7920.2497
2015-01-06,35,no_weather,8356.2455
2015-01-06,36,no_weather,8450.7977
2015-01-06,37,no_weather,8308.5418
2015-01-06,38,no_weather,8128.7246
2015-01-06,39,no_weather,8055.6729
2015-01-06,40,no_weather,8099.6315
2015-01-06,41,no_weather,8076.6335
2015-01-06,42,no_weather,8142.3364
2015-01-06,43,no_weather,8142.3364
2015-01-06,44,no_weather,8142.3364
2015-01-06,45,no_weather,8142.3364
2015-01-06,46,no_weather,8123.9980
2015-01-06,47,no_weather,8167.8230
2015-01-06,48,no_weather,7296.5118
2015-01-06,49,no_weather,6350.7765
2015-01-06,50,no_weather,6386.3747
2015-01-06,51,no_weather,6377.5524
2015-01-06,52,no_weather,6461.3283
2015-01-06,53,no_weather,6491.7120
2015-01-06,54,no_weather,7231.3294
2015-01-06,55,no_weather,7897.7535
2015-01-06,56,no_weather,7923.0063
2015-01-06,57,no_weather,8264.2253
2015-01-06,58,no_weather,8322.8424
2015-01-06,59,no_weather,8248.8014
2015-01-06,60,no_weather,8261.8483
2015-01-06,61,no_weather,8215.1355
2015-01-06,62,no_weather,8019.8075
2015-01-06,63,no_weather,8117.1443
2015-01-06,64,no_weather,8049.5085
2015-01-06,65,no_weather,8018.4121
2015-01-06,66,no_weather,8062.3707
2015-01-06,67,no_weather,8084.1970
2015-01-06,68,no_weather,8038.1080
2015-01-06,69,no_weather,8048.6215
2015-01-06,70,no_weather,7891.0190
2015-01-06,71,no_weather,7681.3921
2015-01-06,72,no_weather,7656.1975
2015-01-06,73,no_weather,7824.8298
2015-01-06,74,no_weather,7992.3961
2015-01-06,75,no_weather,8312.6671
2015-01-06,76,no_weather,8368.3970
2015-01-06,77,no_weather,8358.0173
2015-01-06,78,no_weather,8252.7851
2015-01-06,79,no_weather,8138.8453
2015-01-06,80,no_weather,8014.2487
2015-01-06,81,no_weather,7992.3961
2015-01-06,82,no_weather,7991.6419
2015-01-06,83,no_weather,7856.9760
2015-01-06,84,no_weather,7866.5870
2015-01-06,85,no_weather,7824.5891
2015-01-06,86,no_weather,7691.7894
2015-01-06,87,no_weather,7636.2099
2015-01-06,88,no_weather,7319.1954
2015-01-06,89,no_weather,7271.4460
2015-01-06,90,no_weather,6783.9462
2015-01-06,91,no_weather,6332.9160
2015-01-06,92,no_weather,6221.0647
2015-01-06,93,no_weather,5970.3683
2015-01-06,94,no_weather,6001.4785
2015-01-06,95,no_weather,5807.4673
2015-01-07,0,no_weather,5501.6226
2015-01-07,1,no_weather,5231.7472
2015-01-07,2,no_weather,5098.1369
2015-01-07,3,no_weather,5018.2093
2015-01-07,4,no_weather,4943.1950
2015-01-07,5,no_weather,4928.2711
2015-01-07,6,no_weather,4845.0852
2015-01-07,7,no_weather,4770.4228
2015-01-07,8,no_weather,4760.0959
2015-01-07,9,no_weather,4707.0042
2015-01-07,10,no_weather,4713.5675
2015-01-07,11,no_weather,4654.9838
2015-01-07,12,no_weather,4667.2246
2015-01-07,13,no_weather,4643.0881
2015-01-07,14,no_weather,4598.1055
2015-01-07,15,no_weather,4598.1055
2015-01-07,16,no_weather,4603.7499
2015-01-07,17,no_weather,4498.0847
2015-01-07,18,no_weather,4498.0847
2015-01-07,19,no_weather,4498.0847
2015-01-07,20,no_weather,4498.0847
2015-01-07,21,no_weather,4498.0847
2015-01-07,22,no_weather,4498.0847
2015-01-07,23,no_weather,4498.0847
2015-01-07,24,no_weather,4603.7499
2015-01-07,25,no_weather,4643.0881
2015-01-07,26,no_weather,4675.0146
2015-01-07,27,no_weather,4764.7325
2015-01-07,28,no_weather,4944.4292
2015-01-07,29,no_weather,5418.8543
2015-01-07,30,no_weather,6092.0524
2015-01-07,31,no_weather,6110.2971
2015-01-07,32,no_weather,6382.1739
2015-01-07,33,no_weather,7536.3673
2015-01-07,34,no_weather,7996.8128
2015-01-07,35,no_weather,8254.0219
2015-01-07,36,no_weather,8264.9191
2015-01-07,37,no_weather,8259.3285
2015-01-07,38,no_weather,8289.8131
2015-01-07,39,no_weather,8256.7369
2015-01-07,40,no_weather,8308.5330
2015-01-07,41,no_weather,8310.6633
2015-01-07,42,no_weather,8354.4230
2015-01-07,43,no_weather,8354.4230
2015-01-07,44,no_weather,8354.4230
2015-01-07,45,no_weather,8354.4230
2015-01-07,46,no_weather,8203.5836
2015-01-07,47,no_weather,8358.3040
2015-01-07,48,no_weather,6949.7171
2015-01-07,49,no_weather,6331.2302
2015-01-07,50,no_weather,6481.2769
2015-01-07,51,no_weather,6384.7580
2015-01-07,52,no_weather,6481.2769
2015-01-07,53,no_weather,6630.9573
2015-01-07,54,no_weather,6751.0472
2015-01-07,55,no_weather,7851.2016
2015-01-07,56,no_weather,7787.9070
2015-01-07,57,no_weather,7890.9459
2015-01-07,58,no_weather,7925.5190
2015-01-07,59,no_weather,7901.8563
2015-01-07,60,no_weather,7845.8893
2015-01-07,61,no_weather,7781.1528
2015-01-07,62,no_weather,7677.7579
2015-01-07,63,no_weather,8105.7848
2015-01-07,64,no_weather,8105.7848
2015-01-07,65,no_weather,8166.5433
2015-01-07,66,no_weather,8166.5433
2015-01-07,67,no_weather,8166.5433
2015-01-07,68,no_weather,7464.7762
2015-01-07,69,no_weather,7363.4271
2015-01-07,70,no_weather,7504.9169
2015-01-07,71,no_weather,7261.6286
2015-01-07,72,no_weather,7178.5055
2015-01-07,73,no_weather,7427.6643
2015-01-07,74,no_weather,8060.6811
2015-01-07,75,no_weather,8149.7587
2015-01-07,76,no_weather,8138.2615
2015-01-07,77,no_weather,8134.1845
2015-01-07,78,no_weather,8149.4583
2015-01-07,79,no_weather,8274.1715
2015-01-07,80,no_weather,8141.2484
2015-01-07,81,no_weather,8141.2484
2015-01-07,82,no_weather,8140.4942
2015-01-07,83,no_weather,8167.1997
2015-01-07,84,no_weather,8228.8687
2015-01-07,85,no_weather,7161.3477
2015-01-07,86,no_weather,7175.2766
2015-01-07,87,no_weather,7201.9033
2015-01-07,88,no_weather,6817.7750
2015-01-07,89,no_weather,6997.0704
2015-01-07,90,no_weather,7031.4711
2015-01-07,91,no_weather,6856.8821
2015-01-07,92,no_weather,6553.2600
2015-01-07,93,no_weather,6373.9331
2015-01-07,94,no_weather,6307.4815
2015-01-07,95,no_weather,5718.4581
2015-01-08,0,no_weather,5377.5526
2015-01-08,1,no_weather,5284.4417
2015-01-08,2,no_weather,4947.0546
2015-01-08,3,no_weather,4867.0980
2015-01-08,4,no_weather,4913.7913
2015-01-08,5,no_weather,4942.5869
2015-01-08,6,no_weather,4862.1808
2015-01-08,7,no_weather,4789.0916
2015-01-08,8,no_weather,4751.4652
2015-01-08,9,no_weather,4739.7452
2015-01-08,10,no_weather,4711.7160
2015-01-08,11,no_weather,4685.0589
2015-01-08,12,no_weather,4631.1148
2015-01-08,13,no_weather,4554.1088
2015-01-08,14,no_weather,4554.1088
2015-01-08,15,no_weather,4524.2517
2015-01-08,16,no_weather,4498.4006
2015-01-08,17,no_weather,4609.3199
2015-01-08,18,no_weather,4620.9688
2015-01-08,19,no_weather,4620.9688
2015-01-08,20,no_weather,4620.9688
2015-01-08,21,no_weather,4620.9688
2015-01-08,22,no_weather,4620.9688
2015-01-08,23,no_weather,4620.9688
2015-01-08,24,no_weather,4651.5340
2015-01-08,25,no_weather,4714.9742
2015-01-08,26,no_weather,4709.2483
2015-01-08,27,no_weather,4726.6794
2015-01-08,28,no_weather,4823.8285
2015-01-08,29,no_weather,5183.7516
2015-01-08,30,no_weather,5348.6065
2015-01-08,31,no_weather,5813.9482
2015-01-08,32,no_weather,5882.4970
2015-01-08,33,no_weather,8259.3505
2015-01-08,34,no_weather,8368.9151
2015-01-08,35,no_weather,8350.7675
2015-01-08,36,no_weather,8141.8972
2015-01-08,37,no_weather,8044.2159
2015-01-08,38,no_weather,8146.9296
2015-01-08,39,no_weather,8103.3556
2015-01-08,40,no_weather,8119.4050
2015-01-08,41,no_weather,8119.4050
2015-01-08,42,no_weather,8165.0892
2015-01-08,43,no_weather,8114.5711
2015-01-08,44,no_weather,8091.7164
2015-01-08,45,no_weather,8083.0486
2015-01-08,46,no_weather,8138.8896
2015-01-08,47,no_weather,8449.9285
2015-01-08,48,no_weather,6690.6298
2015-01-08,49,no_weather,6492.8496
2015-01-08,50,no_weather,6443.4981
2015-01-08,51,no_weather,6423.7896
2015-01-08,52,no_weather,6500.9695
2015-01-08,53,no_weather,6466.8343
2015-01-08,54,no_weather,6553.6925
2015-01-08,55,no_weather,8372.6242
2015-01-08,56,no_weather,8403.3597
2015-01-08,57,no_weather,8366.0813
2015-01-08,58,no_weather,8417.8453
2015-01-08,59,no_weather,8352.4169
2015-01-08,60,no_weather,8352.4169
2015-01-08,61,no_weather,8168.5496
2015-01-08,62,no_weather,8168.5496
2015-01-08,63,no_weather,8039.1390
2015-01-08,64,no_weather,8098.2787
2015-01-08,65,no_weather,8127.6438
2015-01-08,66,no_weather,8127.6438
2015-01-08,67,no_weather,8127.6438
2015-01-08,68,no_weather,8121.9418
2015-01-08,69,no_weather,8052.4547
2015-01-08,70,no_weather,8350.0619
2015-01-08,71,no_weather,8353.2620
2015-01-08,72,no_weather,8328.5902
2015-01-08,73,no_weather,8449.3961
2015-01-08,74,no_weather,8316.4685
2015-01-08,75,no_weather,8244.2888
2015-01-08,76,no_weather,8244.2888
2015-01-08,77,no_weather,8181.3904
2015-01-08,78,no_weather,8244.2888
2015-01-08,79,no_weather,8315.8285
2015-01-08,80,no_weather,8365.3171
2015-01-08,81,no_weather,8355.6162
2015-01-08,82,no_weather,8315.7142
2015-01-08,83,no_weather,8342.4197
2015-01-08,84,no_weather,8369.7846
2015-01-08,85,no_weather,8368.9526
2015-01-08,86,no_weather,8310.8740
2015-01-08,87,no_weather,8037.0756
2015-01-08,88,no_weather,7058.6305
2015-01-08,89,no_weather,6950.1047
2015-01-08,90,no_weather,6472.8727
2015-01-08,91,no_weather,6438.0899
2015-01-08,92,no_weather,6339.7339
2015-01-08,93,no_weather,6114.8772
2015-01-08,94,no_weather,6056.4199
2015-01-08,95,no_weather,5733.3003
2015-01-09,0,no_weather,5504.9572
2015-01-09,1,no_weather,5345.6823
2015-01-09,2,no_weather,5203.9574
2015-01-09,3,no_weather,5032.4802
2015-01-09,4,no_weather,5032.4802
2015-01-09,5,no_weather,5052.0319
2015-01-09,6,no_weather,4971.6257
2015-01-09,7,no_weather,4885.9935
2015-01-09,8,no_weather,4858.1139
2015-01-09,9,no_weather,4836.6471
2015-01-09,10,no_weather,4787.3372
2015-01-09,11,no_weather,4727.0969
2015-01-09,12,no_weather,4640.2523
2015-01-09,13,no_weather,4506.8661
2015-01-09,14,no_weather,4506.8661
2015-01-09,15,no_weather,4510.5092
2015-01-09,16,no_weather,4510.5092
2015-01-09,17,no_weather,4513.2362
2015-01-09,18,no_weather,4513.2362
2015-01-09,19,no_weather,4513.2362
2015-01-09,20,no_weather,4513.2362
2015-01-09,21,no_weather,4513.2362
2015-01-09,22,no_weather,4513.2362
2015-01-09,23,no_weather,4513.2362
2015-01-09,24,no_weather,4498.7858
2015-01-09,25,no_weather,4524.9998
2015-01-09,26,no_weather,4659.7511
2015-01-09,27,no_weather,4667.1351
2015-01-09,28,no_weather,4818.4671
2015-01-09,29,no_weather,5154.9434
2015-01-09,30,no_weather,5315.0922
2015-01-09,31,no_weather,5778.3929
2015-01-09,32,no_weather,6203.0160
2015-01-09,33,no_weather,8145.2979
2015-01-09,34,no_weather,8379.3437
2015-01-09,35,no_weather,8241.2574
2015-01-09,36,no_weather,8113.4765
2015-01-09,37,no_weather,7672.5164
2015-01-09,38,no_weather,7475.5779
2015-01-09,39,no_weather,7465.5309
2015-01-09,40,no_weather,7381.1578
2015-01-09,41,no_weather,7401.8129
2015-01-09,42,no_weather,7334.3738
2015-01-09,43,no_weather,7334.3738
2015-01-09,44,no_weather,7334.3738
2015-01-09,45,no_weather,7033.3408
2015-01-09,46,no_weather,7496.0101
2015-01-09,47,no_weather,8141.2684
2015-01-09,48,no_weather,6918.9849
2015-01-09,49,no_weather,6697.8596
2015-01-09,50,no_weather,6573.3755
2015-01-09,51,no_weather,6598.0702
2015-01-09,52,no_weather,6611.1732
2015-01-09,53,no_weather,6772.9745
2015-01-09,54,no_weather,7135.8108
2015-01-09,55,no_weather,8214.9674
2015-01-09,56,no_weather,8518.8792
2015-01-09,57,no_weather,8120.2506
2015-01-09,58,no_weather,8043.8977
2015-01-09,59,no_weather,7830.1273
2015-01-09,60,no_weather,7821.9957
2015-01-09,61,no_weather,7751.0817
2015-01-09,62,no_weather,7631.3615
2015-01-09,63,no_weather,7501.9509
2015-01-09,64,no_weather,7502.2513
2015-01-09,65,no_weather,7318.1894
2015-01-09,66,no_weather,7358.2548
2015-01-09,67,no_weather,7374.3042
2015-01-09,68,no_weather,7402.3528
2015-01-09,69,no_weather,7807.1507
2015-01-09,70,no_weather,7718.3320
2015-01-09,71,no_weather,7117.4501
2015-01-09,72,no_weather,7090.5895
2015-01-09,73,no_weather,7427.6643
2015-01-09,74,no_weather,7920.1932
2015-01-09,75,no_weather,7898.4435
2015-01-09,76,no_weather,7872.5925
2015-01-09,77,no_weather,7469.0754
2015-01-09,78,no_weather,7884.0689
2015-01-09,79,no_weather,7994.6341
2015-01-09,80,no_weather,7920.1932
2015-01-09,81,no_weather,7478.2114
2015-01-09,82,no_weather,7940.0940
2015-01-09,83,no_weather,7477.4572
2015-01-09,84,no_weather,7644.6765
2015-01-09,85,no_weather,7198.4357
2015-01-09,86,no_weather,7243.8867
2015-01-09,87,no_weather,7144.6809
2015-01-09,88,no_weather,6707.5597
2015-01-09,89,no_weather,6826.1884
2015-01-09,90,no_weather,6804.3459
2015-01-09,91,no_weather,6844.2162
2015-01-09,92,no_weather,6890.7239
2015-01-09,93,no_weather,6344.7397
2015-01-09,94,no_weather,6351.8387
2015-01-09,95,no_weather,5750.3846
2015-01-10,0,no_weather,5191.0059
2015-01-10,1,no_weather,4869.9503
2015-01-10,2,no_weather,4700.7211
2015-01-10,3,no_weather,4453.3689
2015-01-10,4,no_weather,4434.2219
2015-01-10,5,no_weather,4423.2062
2015-01-10,6,no_weather,4413.7598
2015-01-10,7,no_weather,4366.0976
2015-01-10,8,no_weather,4298.9940
2015-01-10,9,no_weather,4269.2092
2015-01-10,10,no_weather,4268.7513
2015-01-10,11,no_weather,4208.5110
2015-01-10,12,no_weather,4273.9750
2015-01-10,13,no_weather,4274.4359
2015-01-10,14,no_weather,4244.5788
2015-01-10,15,no_weather,4244.5788
2015-01-10,16,no_weather,4244.5788
2015-01-10,17,no_weather,4243.6169
2015-01-10,18,no_weather,4217.1772
2015-01-10,19,no_weather,4217.1772
2015-01-10,20,no_weather,4217.1772
2015-01-10,21,no_weather,4217.1772
2015-01-10,22,no_weather,4217.1772
2015-01-10,23,no_weather,4217.1772
2015-01-10,24,no_weather,4243.6169
2015-01-10,25,no_weather,4207.7356
2015-01-10,26,no_weather,4260.6389
2015-01-10,27,no_weather,4304.0878
2015-01-10,28,no_weather,4319.1020
2015-01-10,29,no_weather,4657.1863
2015-01-10,30,no_weather,5001.0160
2015-01-10,31,no_weather,5470.4011
2015-01-10,32,no_weather,5993.0790
2015-01-10,33,no_weather,6966.4673
2015-01-10,34,no_weather,7282.4873
2015-01-10,35,no_weather,7664.0851
2015-01-10,36,no_weather,7795.3391
2015-01-10,37,no_weather,7854.5237
2015-01-10,38,no_weather,7890.3647
2015-01-10,39,no_weather,7839.5407
2015-01-10,40,no_weather,7868.2815
2015-01-10,41,no_weather,7864.9001
2015-01-10,42,no_weather,7838.4059
2015-01-10,43,no_weather,7951.7049
2015-01-10,44,no_weather,7951.7049
2015-01-10,45,no_weather,7811.4759
2015-01-10,46,no_weather,8058.4646
2015-01-10,47,no_weather,7895.4453
2015-01-10,48,no_weather,6785.6886
2015-01-10,49,no_weather,6184.4662
2015-01-10,50,no_weather,6131.3059
2015-01-10,51,no_weather,6179.8182
2015-01-10,52,no_weather,6103.5181
2015-01-10,53,no_weather,6256.9075
2015-01-10,54,no_weather,6409.3159
2015-01-10,55,no_weather,7451.7350
2015-01-10,56,no_weather,7764.4306
2015-01-10,57,no_weather,7886.6245
2015-01-10,58,no_weather,7876.5828
2015-01-10,59,no_weather,7959.8522
2015-01-10,60,no_weather,7882.5330
2015-01-10,61,no_weather,7829.3459
2015-01-10,62,no_weather,7819.9945
2015-01-10,63,no_weather,7963.2341
2015-01-10,64,no_weather,7976.2665
2015-01-10,65,no_weather,7996.0777
2015-01-10,66,no_weather,8109.6307
2015-01-10,67,no_weather,7986.5061
2015-01-10,68,no_weather,7778.4493
2015-01-10,69,no_weather,7780.0436
2015-01-10,70,no_weather,7395.1359
2015-01-10,71,no_weather,6758.6912
2015-01-10,72,no_weather,6828.8888
2015-01-10,73,no_weather,7195.7562
2015-01-10,74,no_weather,7492.9591
2015-01-10,75,no_weather,7543.3908
2015-01-10,76,no_weather,7543.3908
2015-01-10,77,no_weather,7543.3908
2015-01-10,78,no_weather,7576.5356
2015-01-10,79,no_weather,7496.7682
2015-01-10,80,no_weather,7328.9613
2015-01-10,81,no_weather,7269.7546
2015-01-10,82,no_weather,7269.0003
2015-01-10,83,no_weather,7256.0312
2015-01-10,84,no_weather,7211.1397
2015-01-10,85,no_weather,7215.3278
2015-01-10,86,no_weather,7047.9786
2015-01-10,87,no_weather,6645.0117
2015-01-10,88,no_weather,6307.6910
2015-01-10,89,no_weather,6298.6079
2015-01-10,90,no_weather,6325.5209
2015-01-10,91,no_weather,6188.0265
2015-01-10,92,no_weather,6054.8731
2015-01-10,93,no_weather,6069.4319
2015-01-10,94,no_weather,5609.0144
2015-01-10,95,no_weather,5351.1916
2015-01-04,0,mean_temp_quad,5382.6125
2015-01-04,1,mean_temp_quad,5153.2030
2015-01-04,2,mean_temp_quad,5062.9557
2015-01-04,3,mean_temp_quad,4962.6871
2015-01-04,4,mean_temp_quad,4876.4026
2015-01-04,5,mean_temp_quad,4831.9939
2015-01-04,6,mean_temp_quad,4750.7413
2015-01-04,7,mean_temp_quad,4692.8010
2015-01-04,8,mean_temp_quad,4677.2908
2015-01-04,9,mean_temp_quad,4585.7072
2015-01-04,10,mean_temp_quad,4573.2001
2015-01-04,11,mean_temp_quad,4525.2741
2015-01-04,12,mean_temp_quad,4522.4864
2015-01-04,13,mean_temp_quad,4512.3367
2015-01-04,14,mean_temp_quad,4517.3164
2015-01-04,15,mean_temp_quad,4517.3164
2015-01-04,16,mean_temp_quad,4482.5358
2015-01-04,17,mean_temp_quad,4457.6273
2015-01-04,18,mean_temp_quad,4457.6273
2015-01-04,19,mean_temp_quad,4457.7786
2015-01-04,20,mean_temp_quad,4457.7786
2015-01-04,21,mean_temp_quad,4457.7786
