area,fold,origin,model,MAE_MW,RMSE_MW,MAPE_pct,Bias_MW
Area1,7,2014-06-22,mean_temp_quad_hr,589.488786632927,811.5208003236643,6.7036488022552145,-535.6541554708763
Area1,7,2014-06-22,all_weather,463.7233138186152,662.9579364884578,5.56554769291672,-376.7875690477039
Area1,8,2014-07-20,no_weather,444.19108752679415,538.678454757552,4.789600376605136,-335.92794138562726
Area1,8,2014-07-20,mean_temp_quad,256.107680840193,314.47483928111933,2.949127221460493,13.008883408174219
Area1,8,2014-07-20,mean_temp_quad_hr,279.4157350074936,333.81563097020137,3.2774879627111413,19.338694954612826
Area1,8,2014-07-20,all_weather,288.35119258410674,343.34531456224175,3.3085258700219624,-24.555135222356565
Area1,9,2014-08-17,no_weather,458.0232008618795,533.5495052098779,5.659714723489956,167.10402495713217
Area1,9,2014-08-17,mean_temp_quad,241.87693078928982,317.30890676065036,3.0150948929056556,-10.775053735983333
Area1,9,2014-08-17,mean_temp_quad_hr,246.47741977017714,317.7336333677197,3.0032785994746045,-21.51607839350199
Area1,9,2014-08-17,all_weather,216.73470859198866,294.20150427495247,2.6150293261082243,16.375162493158875
Area1,10,2014-09-14,no_weather,918.6131587436939,1285.5701491346908,9.78700500234889,-798.9557085495683
Area1,10,2014-09-14,mean_temp_quad,773.9754192138297,1016.5136071401347,8.180502522359962,-676.5607710852184
Area1,10,2014-09-14,mean_temp_quad_hr,651.2909006811325,839.4273369995792,7.196308639504891,-518.1404549944901
Area1,10,2014-09-14,all_weather,613.1645241148708,791.6490535094426,6.776449188750686,-521.6034877528742
Area1,11,2014-10-12,no_weather,420.3222275427326,468.80511424448105,5.787386926934978,410.67016583370474
Area1,11,2014-10-12,mean_temp_quad,277.6098198200103,337.96262116172073,3.785975419456359,224.92329631425244
Area1,11,2014-10-12,mean_temp_quad_hr,249.39659734006472,293.4596130997326,3.336683351755624,174.80363201995178
Area1,11,2014-10-12,all_weather,248.36957473452043,302.13145728273804,3.401661220346547,184.93232670428213
Area1,12,2014-11-09,no_weather,215.75974735475805,272.009729017165,3.144822791825106,194.57013522006528
Area1,12,2014-11-09,mean_temp_quad,119.32684136789575,151.7808023684808,1.7745859442016048,37.02173841355704
Area1,12,2014-11-09,mean_temp_quad_hr,131.7127877448815,168.22294920801102,1.9164866779435148,30.31114604946791
Area1,12,2014-11-09,all_weather,122.67978233001068,154.72357198898578,1.8113237313972377,31.927160970960056
Area1,13,2014-12-07,no_weather,101.58353640716673,136.49039242776772,1.6038810550534146,-72.06609775146997
Area1,13,2014-12-07,mean_temp_quad,117.98468580471771,144.30424631473713,1.8806414841291856,-81.3463810996446
Area1,13,2014-12-07,mean_temp_quad_hr,124.14556862524408,156.17927708660218,1.9066460345092462,-97.9077363445607
Area1,13,2014-12-07,all_weather,126.65053098130944,165.7495048954212,2.0214526184814168,-103.06058369515635
Area2,1,2014-01-05,no_weather,243.8188665823169,319.748539995212,3.7861760575007724,187.235473261196
Area2,1,2014-01-05,mean_temp_quad,185.00323108311704,238.13976490984467,2.880116795185217,60.90534052924152
Area2,1,2014-01-05,mean_temp_quad_hr,177.49896556148937,225.44122651735773,2.7857249396247896,70.41245955534141
Area2,1,2014-01-05,all_weather,176.1840274805554,228.63835892470746,2.716363625994506,-44.25906770003845
Area2,2,2014-02-02,no_weather,664.933699965895,760.4329989172867,21.389640182761507,594.4827338857576
Area2,2,2014-02-02,mean_temp_quad,662.0160938338769,737.9779390428049,21.012979685238182,529.4010119332061
Area2,2,2014-02-02,mean_temp_quad_hr,587.5168750831693,672.909685542061,18.490442496420798,418.4477661366717
Area2,2,2014-02-02,all_weather,596.5579045311725,684.5185627853598,18.543304805694586,421.0148675762187
Area2,3,2014-03-02,no_weather,230.07543977640785,276.1451004596314,3.4801796755894823,-61.8143991289035
Area2,3,2014-03-02,mean_temp_quad,210.16384675352302,254.04700913463867,3.155213840137943,-58.50883903076022
Area2,3,2014-03-02,mean_temp_quad_hr,193.13387272019176,230.9239163697861,2.9776500535342665,-32.549018601619444
Area2,3,2014-03-02,all_weather,198.4326829044115,239.08433950573726,3.02199281947167,-73.76591754977562
Area2,4,2014-03-30,no_weather,313.76171471027703,445.4024365910697,5.032029539038663,-7.957594071667452
Area2,4,2014-03-30,mean_temp_quad,291.75328011755744,431.42818287591206,4.658703851136422,-13.013068749803686
Area2,4,2014-03-30,mean_temp_quad_hr,341.3837195819983,461.2279400931904,5.382430031883995,-82.06158816668318
Area2,4,2014-03-30,all_weather,334.0549407434689,458.38005019234913,5.256617840810705,-59.34703695870381
Area2,5,2014-04-27,no_weather,502.1687985903717,680.2452088931783,9.032073639494028,342.9301636619416
Area2,5,2014-04-27,mean_temp_quad,482.6661709039252,646.5651070617162,8.458144135002843,345.4125381475457
Area2,5,2014-04-27,mean_temp_quad_hr,503.0945338701732,657.2051846861492,8.709119140529467,275.0421537600291
Area2,5,2014-04-27,all_weather,578.8414609318813,754.8232285254622,9.956015192565248,302.8983813525245
Area2,6,2014-05-25,no_weather,861.078204151632,933.7043400857624,9.293879093560186,-860.161166070315
Area2,6,2014-05-25,mean_temp_quad,674.336906837271,761.678489703757,7.27221379204915,-593.8304047812446
Area2,6,2014-05-25,mean_temp_quad_hr,693.3849658523856,794.6280093202656,7.330876174386589,-630.0930068719067
Area2,6,2014-05-25,all_weather,646.6420096533762,734.0884957537448,6.849952016105042,-586.6221138476659
Area2,7,2014-06-22,no_weather,755.2477699155149,879.1894287306111,7.76803620799116,-485.75943465045367
Area2,7,2014-06-22,mean_temp_quad,408.81754957626424,503.93257364661815,4.301311182421387,-140.00103133511408
Area2,7,2014-06-22,mean_temp_quad_hr,433.11723003396105,525.6733360036966,4.55101266400839,-151.01216772818694
Area2,7,2014-06-22,all_weather,421.1996858691304,521.1768849829014,4.494266072545629,-118.98175049302696
Area2,8,2014-07-20,no_weather,793.6430167280047,894.6734858935241,7.999525513671915,-350.1723291259557
Area2,8,2014-07-20,mean_temp_quad,584.5348600745926,702.3426613396032,6.111463843535811,9.011925646835845
Area2,8,2014-07-20,mean_temp_quad_hr,562.052686650034,690.2501065883943,5.919036547048555,-0.7827504974743317
Area2,8,2014-07-20,all_weather,593.4041751124919,720.730549026178,6.248996469523849,-0.6573509866706705
Area2,9,2014-08-17,no_weather,780.8498909501702,937.5966021547558,9.06236463376318,346.22676615855244
Area2,9,2014-08-17,mean_temp_quad,425.36257525878926,538.5926364289227,4.987981686007903,23.82758143617405
Area2,9,2014-08-17,mean_temp_quad_hr,396.7055248214047,509.6387007541771,4.698943930118436,14.20298339154284
Area2,9,2014-08-17,all_weather,408.60611642363665,529.6546578311263,4.722075861646542,33.69385066114503
Area2,10,2014-09-14,no_weather,783.0702308184991,1086.926291088041,7.656265849684845,-431.7768007865237
Area2,10,2014-09-14,mean_temp_quad,572.9084429205697,726.5924668244204,6.01010553293066,-189.88147044586916
Area2,10,2014-09-14,mean_temp_quad_hr,602.4070937201561,714.6905030500704,6.4220069860941935,-213.4923662684805
Area2,10,2014-09-14,all_weather,600.9907323240288,705.2898000267045,6.4299234961997564,-146.0565232221286
Area2,11,2014-10-12,no_weather,527.5853022350155,660.1086551754775,7.141021537933892,504.70775951500156
Area2,11,2014-10-12,mean_temp_quad,358.9436504415145,452.5915296380784,4.939338491348934,205.78371627908516
Area2,11,2014-10-12,mean_temp_quad_hr,331.98461722943944,410.51727259171736,4.651100847642792,119.86067704677983
Area2,11,2014-10-12,all_weather,295.79490384692645,360.01484769289806,4.212103002927798,101.30647228943346
Area2,12,2014-11-09,no_weather,364.34835451223216,472.887826836163,5.312515321857244,312.4094652588566
Area2,12,2014-11-09,mean_temp_quad,208.36316831931055,244.60260581656405,3.29231803874848,-14.414923795309111
Area2,12,2014-11-09,mean_temp_quad_hr,225.35912969782515,273.54138247212245,3.5595837240945545,13.421588581933
Area2,12,2014-11-09,all_weather,204.74943349301924,248.02074949444412,3.2734189362241524,-0.6258658935858832
Area2,13,2014-12-07,no_weather,137.925182971045,174.1641944192973,2.0605247221186134,-67.1850601661816
Area2,13,2014-12-07,mean_temp_quad,159.3335587672947,199.40186935681803,2.3851056685427983,-103.57276383100002
Area2,13,2014-12-07,mean_temp_quad_hr,146.47522229832134,187.2345598268312,2.201571500112226,-92.00817452679725
Area2,13,2014-12-07,all_weather,159.1836484098888,203.46113976434322,2.3519959617779453,-74.64384038802085
