date,slot,method,forecast_MW
2015-01-04,60,lag7,7012.2267
2015-01-04,61,lag7,7060.7935
2015-01-04,62,lag7,7115.9357
2015-01-04,63,lag7,7237.0479
2015-01-04,64,lag7,7236.6543
2015-01-04,65,lag7,7344.0160
2015-01-04,66,lag7,7448.6646
2015-01-04,67,lag7,7570.9945
2015-01-04,68,lag7,7731.3373
2015-01-04,69,lag7,7833.1797
2015-01-04,70,lag7,7943.4774
2015-01-04,71,lag7,8065.6444
2015-01-04,72,lag7,8202.7440
2015-01-04,73,lag7,8349.1770
2015-01-04,74,lag7,8480.1668
2015-01-04,75,lag7,8449.3438
2015-01-04,76,lag7,8325.2169
2015-01-04,77,lag7,8335.9864
2015-01-04,78,lag7,8264.5815
2015-01-04,79,lag7,8215.8977
2015-01-04,80,lag7,8140.3362
2015-01-04,81,lag7,8160.0355
2015-01-04,82,lag7,8156.6036
2015-01-04,83,lag7,8205.9249
2015-01-04,84,lag7,8182.8921
2015-01-04,85,lag7,8110.3250
2015-01-04,86,lag7,8043.4480
2015-01-04,87,lag7,7930.3407
2015-01-04,88,lag7,7720.9581
2015-01-04,89,lag7,7570.4763
2015-01-04,90,lag7,7381.2847
2015-01-04,91,lag7,7058.9165
2015-01-04,92,lag7,6804.6822
2015-01-04,93,lag7,6520.5428
2015-01-04,94,lag7,6233.3598
2015-01-04,95,lag7,5950.0246
2015-01-05,0,lag7,5677.8212
2015-01-05,1,lag7,5519.7429
2015-01-05,2,lag7,5378.6382
2015-01-05,3,lag7,5214.5297
2015-01-05,4,lag7,5051.2987
2015-01-05,5,lag7,4936.0544
2015-01-05,6,lag7,4822.4659
2015-01-05,7,lag7,4724.3410
2015-01-05,8,lag7,4628.0666
2015-01-05,9,lag7,4554.2524
2015-01-05,10,lag7,4493.1869
2015-01-05,11,lag7,4438.3994
2015-01-05,12,lag7,4415.1113
2015-01-05,13,lag7,4342.6285
2015-01-05,14,lag7,4307.1515
2015-01-05,15,lag7,4306.5017
2015-01-05,16,lag7,4266.3258
2015-01-05,17,lag7,4238.8371
2015-01-05,18,lag7,4262.4487
2015-01-05,19,lag7,4256.8612
2015-01-05,20,lag7,4262.4533
2015-01-05,21,lag7,4332.0385
2015-01-05,22,lag7,4378.5048
2015-01-05,23,lag7,4436.3344
2015-01-05,24,lag7,4526.3582
2015-01-05,25,lag7,4727.0787
2015-01-05,26,lag7,4874.5968
2015-01-05,27,lag7,5112.5689
2015-01-05,28,lag7,5382.9170
2015-01-05,29,lag7,5674.2552
2015-01-05,30,lag7,5883.2182
2015-01-05,31,lag7,6012.3859
2015-01-05,32,lag7,6415.4569
2015-01-05,33,lag7,6982.7227
2015-01-05,34,lag7,7302.3812
2015-01-05,35,lag7,7530.2650
2015-01-05,36,lag7,7757.5367
2015-01-05,37,lag7,7919.3259
2015-01-05,38,lag7,8093.2874
2015-01-05,39,lag7,8186.5410
2015-01-05,40,lag7,8277.5467
2015-01-05,41,lag7,8343.8505
2015-01-05,42,lag7,8438.1272
2015-01-05,43,lag7,8486.9843
2015-01-05,44,lag7,8504.4812
2015-01-05,45,lag7,8560.4836
2015-01-05,46,lag7,8578.4608
2015-01-05,47,lag7,8257.8511
2015-01-05,48,lag7,7835.2618
2015-01-05,49,lag7,7423.6568
2015-01-05,50,lag7,7298.7087
2015-01-05,51,lag7,7179.3409
2015-01-05,52,lag7,7123.0454
2015-01-05,53,lag7,7214.3376
2015-01-05,54,lag7,7362.0907
2015-01-05,55,lag7,7564.3939
2015-01-05,56,lag7,7649.7815
2015-01-05,57,lag7,7740.0975
2015-01-05,58,lag7,7747.5307
2015-01-05,59,lag7,7707.2947
2015-01-05,60,lag7,7705.1160
2015-01-05,61,lag7,7748.5159
2015-01-05,62,lag7,7758.3854
2015-01-05,63,lag7,7820.0103
2015-01-05,64,lag7,7902.7705
2015-01-05,65,lag7,7939.9867
2015-01-05,66,lag7,8117.5080
2015-01-05,67,lag7,8105.6408
2015-01-05,68,lag7,8196.5423
2015-01-05,69,lag7,8303.1238
2015-01-05,70,lag7,8317.9523
2015-01-05,71,lag7,8388.8826
2015-01-05,72,lag7,8554.9127
2015-01-05,73,lag7,8817.4767
2015-01-05,74,lag7,9010.5248
2015-01-05,75,lag7,8978.3698
2015-01-05,76,lag7,8928.5512
2015-01-05,77,lag7,8920.8954
2015-01-05,78,lag7,8839.7479
2015-01-05,79,lag7,8811.0618
2015-01-05,80,lag7,8801.7398
2015-01-05,81,lag7,8752.1571
2015-01-05,82,lag7,8777.5552
2015-01-05,83,lag7,8689.6432
2015-01-05,84,lag7,8686.5390
2015-01-05,85,lag7,8622.7615
2015-01-05,86,lag7,8539.1890
2015-01-05,87,lag7,8376.5360
2015-01-05,88,lag7,8209.5321
2015-01-05,89,lag7,8058.1827
2015-01-05,90,lag7,7780.7258
2015-01-05,91,lag7,7551.2625
2015-01-05,92,lag7,7222.2554
2015-01-05,93,lag7,6920.4665
2015-01-05,94,lag7,6596.3364
2015-01-05,95,lag7,6271.4475
2015-01-06,0,lag7,5981.8593
2015-01-06,1,lag7,5827.3045
2015-01-06,2,lag7,5646.5889
2015-01-06,3,lag7,5501.4147
2015-01-06,4,lag7,5332.9247
2015-01-06,5,lag7,5208.1844
2015-01-06,6,lag7,5083.7336
2015-01-06,7,lag7,4975.9172
2015-01-06,8,lag7,4878.6146
2015-01-06,9,lag7,4786.4210
2015-01-06,10,lag7,4730.1643
2015-01-06,11,lag7,4660.0558
2015-01-06,12,lag7,4636.0957
2015-01-06,13,lag7,4560.7321
2015-01-06,14,lag7,4552.7652
2015-01-06,15,lag7,4510.4329
2015-01-06,16,lag7,4494.3985
2015-01-06,17,lag7,4489.6753
2015-01-06,18,lag7,4465.0138
2015-01-06,19,lag7,4464.5397
2015-01-06,20,lag7,4455.1296
2015-01-06,21,lag7,4492.4238
2015-01-06,22,lag7,4524.3297
2015-01-06,23,lag7,4582.2942
2015-01-06,24,lag7,4657.3362
2015-01-06,25,lag7,4862.3216
2015-01-06,26,lag7,5004.0369
2015-01-06,27,lag7,5221.7739
2015-01-06,28,lag7,5468.3580
2015-01-06,29,lag7,5680.2372
2015-01-06,30,lag7,5897.5475
2015-01-06,31,lag7,6097.5144
2015-01-06,32,lag7,6420.7284
2015-01-06,33,lag7,6975.6925
2015-01-06,34,lag7,7300.3607
2015-01-06,35,lag7,7452.5432
2015-01-06,36,lag7,7670.2793
2015-01-06,37,lag7,7823.4712
2015-01-06,38,lag7,7966.1473
2015-01-06,39,lag7,8008.8974
2015-01-06,40,lag7,8117.9315
2015-01-06,41,lag7,8223.8746
2015-01-06,42,lag7,8249.7738
2015-01-06,43,lag7,8289.8479
2015-01-06,44,lag7,8343.9907
2015-01-06,45,lag7,8410.5182
2015-01-06,46,lag7,8363.2108
2015-01-06,47,lag7,8100.8560
2015-01-06,48,lag7,7650.6042
2015-01-06,49,lag7,7242.1607
2015-01-06,50,lag7,7141.1984
2015-01-06,51,lag7,7071.0490
2015-01-06,52,lag7,6962.6544
2015-01-06,53,lag7,7046.2634
2015-01-06,54,lag7,7199.8057
2015-01-06,55,lag7,7466.0763
2015-01-06,56,lag7,7513.6840
2015-01-06,57,lag7,7560.4344
2015-01-06,58,lag7,7563.0427
2015-01-06,59,lag7,7563.7512
2015-01-06,60,lag7,7586.6410
2015-01-06,61,lag7,7626.7141
2015-01-06,62,lag7,7590.1089
2015-01-06,63,lag7,7635.9950
2015-01-06,64,lag7,7707.3979
2015-01-06,65,lag7,7787.8416
2015-01-06,66,lag7,7852.1117
2015-01-06,67,lag7,7893.5982
2015-01-06,68,lag7,7984.2960
2015-01-06,69,lag7,8080.6955
2015-01-06,70,lag7,8136.2554
2015-01-06,71,lag7,8212.1428
2015-01-06,72,lag7,8351.7346
2015-01-06,73,lag7,8619.5068
2015-01-06,74,lag7,8776.0168
2015-01-06,75,lag7,8775.6995
2015-01-06,76,lag7,8780.4737
2015-01-06,77,lag7,8726.6312
2015-01-06,78,lag7,8642.6077
2015-01-06,79,lag7,8668.5334
2015-01-06,80,lag7,8577.1043
2015-01-06,81,lag7,8585.6884
2015-01-06,82,lag7,8553.0352
2015-01-06,83,lag7,8524.5812
2015-01-06,84,lag7,8530.8986
2015-01-06,85,lag7,8479.2498
2015-01-06,86,lag7,8390.3537
2015-01-06,87,lag7,8249.6554
2015-01-06,88,lag7,8088.8467
2015-01-06,89,lag7,7849.5900
2015-01-06,90,lag7,7648.5960
2015-01-06,91,lag7,7375.7541
2015-01-06,92,lag7,7074.3607
2015-01-06,93,lag7,6776.3197
2015-01-06,94,lag7,6493.0450
2015-01-06,95,lag7,6192.0486
2015-01-07,0,lag7,5883.5663
2015-01-07,1,lag7,5705.0745
2015-01-07,2,lag7,5499.1593
2015-01-07,3,lag7,5350.9425
2015-01-07,4,lag7,5221.6379
2015-01-07,5,lag7,5057.4882
2015-01-07,6,lag7,4947.1678
2015-01-07,7,lag7,4831.5279
2015-01-07,8,lag7,4726.2015
2015-01-07,9,lag7,4676.1157
2015-01-07,10,lag7,4586.6427
2015-01-07,11,lag7,4539.7445
2015-01-07,12,lag7,4490.8093
2015-01-07,13,lag7,4406.0010
2015-01-07,14,lag7,4389.7952
2015-01-07,15,lag7,4381.8397
2015-01-07,16,lag7,4322.5361
2015-01-07,17,lag7,4301.3135
2015-01-07,18,lag7,4297.7196
2015-01-07,19,lag7,4311.7808
2015-01-07,20,lag7,4318.9985
2015-01-07,21,lag7,4322.8202
2015-01-07,22,lag7,4387.7605
2015-01-07,23,lag7,4416.2817
2015-01-07,24,lag7,4498.0752
2015-01-07,25,lag7,4688.1820
2015-01-07,26,lag7,4865.4405
2015-01-07,27,lag7,5051.8695
2015-01-07,28,lag7,5260.1045
2015-01-07,29,lag7,5534.7547
2015-01-07,30,lag7,5709.9481
2015-01-07,31,lag7,5883.3821
2015-01-07,32,lag7,6162.4172
2015-01-07,33,lag7,6652.9435
2015-01-07,34,lag7,6973.9112
2015-01-07,35,lag7,7159.5313
2015-01-07,36,lag7,7377.0656
2015-01-07,37,lag7,7512.1035
2015-01-07,38,lag7,7610.0735
2015-01-07,39,lag7,7704.5500
2015-01-07,40,lag7,7805.4897
2015-01-07,41,lag7,7867.8610
2015-01-07,42,lag7,7868.6245
2015-01-07,43,lag7,7890.1662
2015-01-07,44,lag7,7948.4429
2015-01-07,45,lag7,8059.2465
2015-01-07,46,lag7,8033.8181
2015-01-07,47,lag7,7830.1550
2015-01-07,48,lag7,7384.6750
2015-01-07,49,lag7,6994.0174
2015-01-07,50,lag7,6897.8424
2015-01-07,51,lag7,6806.0486
2015-01-07,52,lag7,6745.3531
2015-01-07,53,lag7,6833.5681
2015-01-07,54,lag7,6921.5748
2015-01-07,55,lag7,7131.2232
2015-01-07,56,lag7,7135.5526
2015-01-07,57,lag7,7232.4645
2015-01-07,58,lag7,7220.4675
2015-01-07,59,lag7,7181.6418
2015-01-07,60,lag7,7166.4023
2015-01-07,61,lag7,7206.4805
2015-01-07,62,lag7,7165.8855
2015-01-07,63,lag7,7317.0999
2015-01-07,64,lag7,7267.6128
2015-01-07,65,lag7,7328.1104
2015-01-07,66,lag7,7392.4350
2015-01-07,67,lag7,7361.6398
2015-01-07,68,lag7,7474.9191
2015-01-07,69,lag7,7468.6861
2015-01-07,70,lag7,7520.5370
2015-01-07,71,lag7,7565.4222
2015-01-07,72,lag7,7709.6581
2015-01-07,73,lag7,7929.2504
2015-01-07,74,lag7,8050.1139
2015-01-07,75,lag7,7976.2594
2015-01-07,76,lag7,7884.2733
2015-01-07,77,lag7,7845.1966
2015-01-07,78,lag7,7759.2967
2015-01-07,79,lag7,7707.0271
2015-01-07,80,lag7,7589.3625
2015-01-07,81,lag7,7556.6880
2015-01-07,82,lag7,7521.1125
2015-01-07,83,lag7,7537.8805
2015-01-07,84,lag7,7486.1589
2015-01-07,85,lag7,7398.1058
2015-01-07,86,lag7,7384.5371
2015-01-07,87,lag7,7208.8009
2015-01-07,88,lag7,7199.1421
2015-01-07,89,lag7,7062.9859
2015-01-07,90,lag7,6934.2289
2015-01-07,91,lag7,6798.5932
2015-01-07,92,lag7,6553.2287
2015-01-07,93,lag7,6321.8558
2015-01-07,94,lag7,6151.6733
2015-01-07,95,lag7,5894.7289
2015-01-08,0,lag7,5686.0657
2015-01-08,1,lag7,5475.2949
2015-01-08,2,lag7,5326.9166
2015-01-08,3,lag7,5145.5739
2015-01-08,4,lag7,4992.8018
2015-01-08,5,lag7,4804.5205
2015-01-08,6,lag7,4679.5714
2015-01-08,7,lag7,4536.0800
2015-01-08,8,lag7,4422.6738
2015-01-08,9,lag7,4307.7336
2015-01-08,10,lag7,4225.0610
2015-01-08,11,lag7,4137.2906
2015-01-08,12,lag7,4053.9644
2015-01-08,13,lag7,3992.9402
2015-01-08,14,lag7,3945.0052
2015-01-08,15,lag7,3878.2870
2015-01-08,16,lag7,3841.7940
2015-01-08,17,lag7,3808.7517
2015-01-08,18,lag7,3781.6402
2015-01-08,19,lag7,3763.6694
2015-01-08,20,lag7,3740.7226
2015-01-08,21,lag7,3749.0359
2015-01-08,22,lag7,3752.8396
2015-01-08,23,lag7,3769.5941
2015-01-08,24,lag7,3783.3458
2015-01-08,25,lag7,3847.8894
2015-01-08,26,lag7,3870.2068
2015-01-08,27,lag7,3968.0328
2015-01-08,28,lag7,4044.3957
2015-01-08,29,lag7,4138.3109
2015-01-08,30,lag7,4262.8763
2015-01-08,31,lag7,4347.5903
2015-01-08,32,lag7,4465.8810
2015-01-08,33,lag7,4576.2379
2015-01-08,34,lag7,4623.6254
2015-01-08,35,lag7,4749.4700
2015-01-08,36,lag7,4847.2402
2015-01-08,37,lag7,4975.4725
2015-01-08,38,lag7,5056.2373
2015-01-08,39,lag7,5127.6327
2015-01-08,40,lag7,5255.3483
2015-01-08,41,lag7,5299.5093
2015-01-08,42,lag7,5364.2000
2015-01-08,43,lag7,5372.9319
2015-01-08,44,lag7,5433.2424
2015-01-08,45,lag7,5508.6912
2015-01-08,46,lag7,5605.4497
2015-01-08,47,lag7,5567.3890
2015-01-08,48,lag7,5603.1402
2015-01-08,49,lag7,5451.8467
2015-01-08,50,lag7,5302.7622
2015-01-08,51,lag7,5211.1508
2015-01-08,52,lag7,5081.0727
2015-01-08,53,lag7,5014.0679
2015-01-08,54,lag7,4971.4784
2015-01-08,55,lag7,4921.2567
2015-01-08,56,lag7,4835.0797
2015-01-08,57,lag7,4758.5975
2015-01-08,58,lag7,4718.3434
2015-01-08,59,lag7,4693.5942
2015-01-08,60,lag7,4740.7226
2015-01-08,61,lag7,4736.5224
2015-01-08,62,lag7,4746.4710
2015-01-08,63,lag7,4820.4696
2015-01-08,64,lag7,4839.1766
2015-01-08,65,lag7,4883.5688
2015-01-08,66,lag7,5026.1754
2015-01-08,67,lag7,5074.0767
2015-01-08,68,lag7,5260.7496
2015-01-08,69,lag7,5428.1802
2015-01-08,70,lag7,5666.8930
2015-01-08,71,lag7,5874.2400
2015-01-08,72,lag7,6180.4024
2015-01-08,73,lag7,6498.8642
2015-01-08,74,lag7,6539.1258
2015-01-08,75,lag7,6506.9477
2015-01-08,76,lag7,6475.9223
2015-01-08,77,lag7,6415.0818
2015-01-08,78,lag7,6341.8364
2015-01-08,79,lag7,6329.4689
2015-01-08,80,lag7,6345.8026
2015-01-08,81,lag7,6346.2208
2015-01-08,82,lag7,6336.4332
2015-01-08,83,lag7,6324.1684
2015-01-08,84,lag7,6378.9526
2015-01-08,85,lag7,6341.9159
2015-01-08,86,lag7,6343.3563
2015-01-08,87,lag7,6250.5186
2015-01-08,88,lag7,6236.1315
2015-01-08,89,lag7,6111.5158
2015-01-08,90,lag7,5941.5944
2015-01-08,91,lag7,5797.5660
2015-01-08,92,lag7,5585.2558
2015-01-08,93,lag7,5380.2713
2015-01-08,94,lag7,5169.3834
2015-01-08,95,lag7,4966.6435
2015-01-09,0,lag7,4727.8478
2015-01-09,1,lag7,4584.6155
2015-01-09,2,lag7,4405.0523
2015-01-09,3,lag7,4245.6360
2015-01-09,4,lag7,4089.8388
2015-01-09,5,lag7,3950.5055
2015-01-09,6,lag7,3831.6336
2015-01-09,7,lag7,3725.1264
2015-01-09,8,lag7,3626.3065
2015-01-09,9,lag7,3550.6034
2015-01-09,10,lag7,3482.7943
2015-01-09,11,lag7,3426.6778
2015-01-09,12,lag7,3372.2259
2015-01-09,13,lag7,3339.7042
2015-01-09,14,lag7,3311.4352
2015-01-09,15,lag7,3295.4884
2015-01-09,16,lag7,3268.3738
2015-01-09,17,lag7,3259.1281
2015-01-09,18,lag7,3261.4015
2015-01-09,19,lag7,3271.3646
2015-01-09,20,lag7,3259.6197
2015-01-09,21,lag7,3338.7894
2015-01-09,22,lag7,3335.9418
2015-01-09,23,lag7,3378.1324
2015-01-09,24,lag7,3436.3930
2015-01-09,25,lag7,3552.9121
2015-01-09,26,lag7,3643.2353
2015-01-09,27,lag7,3760.9165
2015-01-09,28,lag7,3892.1057
2015-01-09,29,lag7,4112.6064
2015-01-09,30,lag7,4367.3697
2015-01-09,31,lag7,4572.4224
2015-01-09,32,lag7,4913.6199
2015-01-09,33,lag7,5310.9656
2015-01-09,34,lag7,5545.8775
2015-01-09,35,lag7,5697.2169
2015-01-09,36,lag7,5946.7111
2015-01-09,37,lag7,6085.7853
2015-01-09,38,lag7,6260.7509
2015-01-09,39,lag7,6340.4709
2015-01-09,40,lag7,6498.8746
2015-01-09,41,lag7,6614.9369
2015-01-09,42,lag7,6626.6228
2015-01-09,43,lag7,6700.8353
2015-01-09,44,lag7,6769.2085
2015-01-09,45,lag7,6821.1784
2015-01-09,46,lag7,6894.7857
2015-01-09,47,lag7,6778.6045
2015-01-09,48,lag7,6463.9166
2015-01-09,49,lag7,6243.2322
2015-01-09,50,lag7,6099.4368
2015-01-09,51,lag7,6038.4779
2015-01-09,52,lag7,5930.9642
2015-01-09,53,lag7,5963.8580
2015-01-09,54,lag7,6059.1823
2015-01-09,55,lag7,6191.2656
2015-01-09,56,lag7,6164.6253
2015-01-09,57,lag7,6181.6988
2015-01-09,58,lag7,6188.4987
2015-01-09,59,lag7,6105.2744
2015-01-09,60,lag7,6161.5613
2015-01-09,61,lag7,6182.0559
2015-01-09,62,lag7,6190.5079
2015-01-09,63,lag7,6226.7644
2015-01-09,64,lag7,6297.9415
2015-01-09,65,lag7,6384.1190
2015-01-09,66,lag7,6486.6965
2015-01-09,67,lag7,6522.7324
2015-01-09,68,lag7,6710.1144
2015-01-09,69,lag7,6819.8256
2015-01-09,70,lag7,6923.2628
2015-01-09,71,lag7,7102.4835
2015-01-09,72,lag7,7265.9083
2015-01-09,73,lag7,7497.9499
2015-01-09,74,lag7,7621.5710
2015-01-09,75,lag7,7599.8885
2015-01-09,76,lag7,7599.7753
2015-01-09,77,lag7,7589.1166
2015-01-09,78,lag7,7555.9534
2015-01-09,79,lag7,7463.5983
2015-01-09,80,lag7,7446.5641
2015-01-09,81,lag7,7410.6215
2015-01-09,82,lag7,7418.7926
2015-01-09,83,lag7,7406.3583
2015-01-09,84,lag7,7368.0813
2015-01-09,85,lag7,7359.5317
2015-01-09,86,lag7,7283.0078
2015-01-09,87,lag7,7191.4531
2015-01-09,88,lag7,7138.4929
2015-01-09,89,lag7,6947.6473
2015-01-09,90,lag7,6794.5726
2015-01-09,91,lag7,6625.2303
2015-01-09,92,lag7,6383.1713
2015-01-09,93,lag7,6175.8153
2015-01-09,94,lag7,5897.3515
2015-01-09,95,lag7,5620.6717
2015-01-10,0,lag7,5381.5596
2015-01-10,1,lag7,5211.6793
2015-01-10,2,lag7,5055.4682
2015-01-10,3,lag7,4876.8792
2015-01-10,4,lag7,4714.4227
2015-01-10,5,lag7,4581.3531
2015-01-10,6,lag7,4448.5712
2015-01-10,7,lag7,4353.3776
2015-01-10,8,lag7,4262.4732
2015-01-10,9,lag7,4156.7769
2015-01-10,10,lag7,4106.4785
2015-01-10,11,lag7,4049.2338
2015-01-10,12,lag7,4006.7219
2015-01-10,13,lag7,3961.7079
2015-01-10,14,lag7,3925.7179
2015-01-10,15,lag7,3903.1830
2015-01-10,16,lag7,3857.8421
2015-01-10,17,lag7,3843.2301
2015-01-10,18,lag7,3824.2210
2015-01-10,19,lag7,3844.5752
2015-01-10,20,lag7,3853.4501
2015-01-10,21,lag7,3860.7762
2015-01-10,22,lag7,3909.8394
2015-01-10,23,lag7,3948.4372
2015-01-10,24,lag7,4012.0029
2015-01-10,25,lag7,4116.3234
2015-01-10,26,lag7,4185.6713
2015-01-10,27,lag7,4293.4238
2015-01-10,28,lag7,4407.4016
2015-01-10,29,lag7,4647.6253
2015-01-10,30,lag7,4912.7180
2015-01-10,31,lag7,5124.3244
2015-01-10,32,lag7,5540.2882
2015-01-10,33,lag7,6011.8797
2015-01-10,34,lag7,6344.4196
2015-01-10,35,lag7,6545.7112
2015-01-10,36,lag7,6753.8022
2015-01-10,37,lag7,6941.4788
2015-01-10,38,lag7,7110.7546
2015-01-10,39,lag7,7210.9038
2015-01-10,40,lag7,7346.9662
2015-01-10,41,lag7,7453.4781
2015-01-10,42,lag7,7514.3149
2015-01-10,43,lag7,7561.7218
2015-01-10,44,lag7,7571.7173
2015-01-10,45,lag7,7678.6508
2015-01-10,46,lag7,7695.1242
2015-01-10,47,lag7,7552.8615
2015-01-10,48,lag7,7161.7748
2015-01-10,49,lag7,6783.3939
2015-01-10,50,lag7,6646.7769
2015-01-10,51,lag7,6580.2509
2015-01-10,52,lag7,6554.0566
2015-01-10,53,lag7,6609.1411
2015-01-10,54,lag7,6756.5408
2015-01-10,55,lag7,7000.8405
2015-01-10,56,lag7,7002.4632
2015-01-10,57,lag7,7043.7389
2015-01-10,58,lag7,7013.1962
2015-01-10,59,lag7,6966.4998
2015-01-10,60,lag7,6988.8642
2015-01-10,61,lag7,7057.0134
2015-01-10,62,lag7,7088.4698
2015-01-10,63,lag7,7111.5125
2015-01-10,64,lag7,7174.3948
2015-01-10,65,lag7,7267.7512
2015-01-10,66,lag7,7303.5284
2015-01-10,67,lag7,7430.4592
2015-01-10,68,lag7,7566.2156
2015-01-10,69,lag7,7643.2188
2015-01-10,70,lag7,7711.6279
2015-01-10,71,lag7,7808.9221
2015-01-10,72,lag7,7894.5823
2015-01-10,73,lag7,8188.5293
2015-01-10,74,lag7,8274.3506
2015-01-10,75,lag7,8285.3824
2015-01-10,76,lag7,8224.5955
2015-01-10,77,lag7,8294.3417
2015-01-10,78,lag7,8204.8763
2015-01-10,79,lag7,8100.3702
2015-01-10,80,lag7,8074.2152
2015-01-10,81,lag7,8129.2201
2015-01-10,82,lag7,8099.3680
2015-01-10,83,lag7,8065.9777
2015-01-10,84,lag7,8032.4398
2015-01-10,85,lag7,7980.7475
2015-01-10,86,lag7,7936.2450
2015-01-10,87,lag7,7714.2576
2015-01-10,88,lag7,7607.5448
2015-01-10,89,lag7,7374.9636
2015-01-10,90,lag7,7184.1056
2015-01-10,91,lag7,6938.3059
2015-01-10,92,lag7,6652.4396
2015-01-10,93,lag7,6417.1302
2015-01-10,94,lag7,6088.9624
2015-01-10,95,lag7,5780.5289
2015-01-04,0,avg4,6020.8914
2015-01-04,1,avg4,5854.6534
2015-01-04,2,avg4,5687.0730
2015-01-04,3,avg4,5542.6584
2015-01-04,4,avg4,5387.9989
2015-01-04,5,avg4,5212.6856
2015-01-04,6,avg4,5106.4930
2015-01-04,7,avg4,4969.9695
2015-01-04,8,avg4,4884.1871
2015-01-04,9,avg4,4794.8073
2015-01-04,10,avg4,4746.3632
2015-01-04,11,avg4,4650.0685
2015-01-04,12,avg4,4601.4211
2015-01-04,13,avg4,4540.5940
2015-01-04,14,avg4,4499.8533
2015-01-04,15,avg4,4438.7613
2015-01-04,16,avg4,4422.0179
2015-01-04,17,avg4,4454.5499
2015-01-04,18,avg4,4419.1562
2015-01-04,19,avg4,4390.3235
2015-01-04,20,avg4,4398.0200
2015-01-04,21,avg4,4426.0499
2015-01-04,22,avg4,4452.5214
2015-01-04,23,avg4,4473.1102
2015-01-04,24,avg4,4481.3235
2015-01-04,25,avg4,4571.6693
2015-01-04,26,avg4,4654.6650
2015-01-04,27,avg4,4712.5293
2015-01-04,28,avg4,4853.3933
2015-01-04,29,avg4,5006.2530
2015-01-04,30,avg4,5177.8654
2015-01-04,31,avg4,5329.6693
2015-01-04,32,avg4,5594.2547
2015-01-04,33,avg4,6030.8897
2015-01-04,34,avg4,6293.2307
2015-01-04,35,avg4,6501.0244
2015-01-04,36,avg4,6623.1516
2015-01-04,37,avg4,6825.2015
2015-01-04,38,avg4,6951.9137
2015-01-04,39,avg4,7131.8873
2015-01-04,40,avg4,7233.9504
2015-01-04,41,avg4,7349.9743
2015-01-04,42,avg4,7379.2837
2015-01-04,43,avg4,7446.3988
2015-01-04,44,avg4,7504.8575
2015-01-04,45,avg4,7665.5485
2015-01-04,46,avg4,7602.4237
2015-01-04,47,avg4,7531.3694
2015-01-04,48,avg4,7219.8744
2015-01-04,49,avg4,6864.2648
2015-01-04,50,avg4,6744.0363
2015-01-04,51,avg4,6725.0757
2015-01-04,52,avg4,6627.6608
2015-01-04,53,avg4,6667.1070
2015-01-04,54,avg4,6750.4390
2015-01-04,55,avg4,6844.4506
2015-01-04,56,avg4,6871.7766
2015-01-04,57,avg4,6889.8858
2015-01-04,58,avg4,6920.9746
2015-01-04,59,avg4,6815.9063
2015-01-04,60,avg4,6851.5113
2015-01-04,61,avg4,6866.9724
2015-01-04,62,avg4,6920.2306
