date,slot,method,forecast_MW
2015-01-04,87,lag7,6399.7535
2015-01-04,88,lag7,6296.0374
2015-01-04,89,lag7,6188.3566
2015-01-04,90,lag7,6007.1697
2015-01-04,91,lag7,5850.2449
2015-01-04,92,lag7,5646.3203
2015-01-04,93,lag7,5443.3806
2015-01-04,94,lag7,5210.6575
2015-01-04,95,lag7,5054.4213
2015-01-05,0,lag7,4915.5016
2015-01-05,1,lag7,4822.9010
2015-01-05,2,lag7,4745.0740
2015-01-05,3,lag7,4685.2699
2015-01-05,4,lag7,4638.0100
2015-01-05,5,lag7,4558.6464
2015-01-05,6,lag7,4545.8289
2015-01-05,7,lag7,4499.3021
2015-01-05,8,lag7,4462.3169
2015-01-05,9,lag7,4434.2336
2015-01-05,10,lag7,4399.0052
2015-01-05,11,lag7,4376.0979
2015-01-05,12,lag7,4311.7179
2015-01-05,13,lag7,4292.4335
2015-01-05,14,lag7,4287.7468
2015-01-05,15,lag7,4262.5042
2015-01-05,16,lag7,4253.2947
2015-01-05,17,lag7,4250.3068
2015-01-05,18,lag7,4247.7602
2015-01-05,19,lag7,4224.2598
2015-01-05,20,lag7,4232.0453
2015-01-05,21,lag7,4258.2072
2015-01-05,22,lag7,4262.7784
2015-01-05,23,lag7,4304.0163
2015-01-05,24,lag7,4373.6223
2015-01-05,25,lag7,4526.0073
2015-01-05,26,lag7,4569.8449
2015-01-05,27,lag7,4718.9795
2015-01-05,28,lag7,4927.8372
2015-01-05,29,lag7,5233.8625
2015-01-05,30,lag7,5448.9114
2015-01-05,31,lag7,5796.2411
2015-01-05,32,lag7,6624.2097
2015-01-05,33,lag7,7618.1959
2015-01-05,34,lag7,7989.2214
2015-01-05,35,lag7,8199.0231
2015-01-05,36,lag7,8318.9735
2015-01-05,37,lag7,8425.4621
2015-01-05,38,lag7,8493.5444
2015-01-05,39,lag7,8590.6244
2015-01-05,40,lag7,8632.9300
2015-01-05,41,lag7,8665.5484
2015-01-05,42,lag7,8717.8928
2015-01-05,43,lag7,8738.9556
2015-01-05,44,lag7,8733.0428
2015-01-05,45,lag7,8715.8903
2015-01-05,46,lag7,8542.7959
2015-01-05,47,lag7,8156.7053
2015-01-05,48,lag7,7154.4076
2015-01-05,49,lag7,6462.9813
2015-01-05,50,lag7,6417.4802
2015-01-05,51,lag7,6383.2375
2015-01-05,52,lag7,6434.4550
2015-01-05,53,lag7,6601.0736
2015-01-05,54,lag7,7107.8641
2015-01-05,55,lag7,7845.8228
2015-01-05,56,lag7,8019.7797
2015-01-05,57,lag7,8160.5594
2015-01-05,58,lag7,8180.3200
2015-01-05,59,lag7,8179.2297
2015-01-05,60,lag7,8208.1740
2015-01-05,61,lag7,8234.9050
2015-01-05,62,lag7,8280.1169
2015-01-05,63,lag7,8347.2306
2015-01-05,64,lag7,8430.0268
2015-01-05,65,lag7,8477.6894
2015-01-05,66,lag7,8513.9603
2015-01-05,67,lag7,8506.0862
2015-01-05,68,lag7,8399.5244
2015-01-05,69,lag7,8290.0103
2015-01-05,70,lag7,7775.4653
2015-01-05,71,lag7,7412.2028
2015-01-05,72,lag7,7482.1750
2015-01-05,73,lag7,7752.7272
2015-01-05,74,lag7,7997.9125
2015-01-05,75,lag7,8243.6847
2015-01-05,76,lag7,8284.8897
2015-01-05,77,lag7,8304.8594
2015-01-05,78,lag7,8228.9950
2015-01-05,79,lag7,8167.7050
2015-01-05,80,lag7,8045.3753
2015-01-05,81,lag7,8033.4400
2015-01-05,82,lag7,8018.7494
2015-01-05,83,lag7,7982.5211
2015-01-05,84,lag7,7864.5897
2015-01-05,85,lag7,7779.5111
2015-01-05,86,lag7,7655.2966
2015-01-05,87,lag7,7456.1379
2015-01-05,88,lag7,7311.7234
2015-01-05,89,lag7,7099.3478
2015-01-05,90,lag7,6880.0234
2015-01-05,91,lag7,6632.3837
2015-01-05,92,lag7,6366.3245
2015-01-05,93,lag7,6060.3940
2015-01-05,94,lag7,5801.5028
2015-01-05,95,lag7,5575.6849
2015-01-06,0,lag7,5389.3197
2015-01-06,1,lag7,5276.1437
2015-01-06,2,lag7,5173.6220
2015-01-06,3,lag7,5124.4951
2015-01-06,4,lag7,5024.8540
2015-01-06,5,lag7,5007.8509
2015-01-06,6,lag7,4948.0825
2015-01-06,7,lag7,4915.2423
2015-01-06,8,lag7,4863.8743
2015-01-06,9,lag7,4822.2372
2015-01-06,10,lag7,4793.3716
2015-01-06,11,lag7,4763.5473
2015-01-06,12,lag7,4723.4847
2015-01-06,13,lag7,4689.9550
2015-01-06,14,lag7,4663.7828
2015-01-06,15,lag7,4653.9221
2015-01-06,16,lag7,4623.8322
2015-01-06,17,lag7,4611.6067
2015-01-06,18,lag7,4587.4886
2015-01-06,19,lag7,4583.8122
2015-01-06,20,lag7,4578.7844
2015-01-06,21,lag7,4578.1060
2015-01-06,22,lag7,4608.8645
2015-01-06,23,lag7,4636.9516
2015-01-06,24,lag7,4677.3273
2015-01-06,25,lag7,4785.9410
2015-01-06,26,lag7,4870.2868
2015-01-06,27,lag7,5006.8010
2015-01-06,28,lag7,5145.1244
2015-01-06,29,lag7,5415.7586
2015-01-06,30,lag7,5596.0276
2015-01-06,31,lag7,5910.0704
2015-01-06,32,lag7,6619.6501
2015-01-06,33,lag7,7570.3535
2015-01-06,34,lag7,7835.1836
2015-01-06,35,lag7,8045.6425
2015-01-06,36,lag7,8125.1060
2015-01-06,37,lag7,8215.0075
2015-01-06,38,lag7,8290.7819
2015-01-06,39,lag7,8362.9525
2015-01-06,40,lag7,8392.3197
2015-01-06,41,lag7,8410.3179
2015-01-06,42,lag7,8471.9894
2015-01-06,43,lag7,8479.0179
2015-01-06,44,lag7,8463.1825
2015-01-06,45,lag7,8455.5184
2015-01-06,46,lag7,8265.0700
2015-01-06,47,lag7,7877.0210
2015-01-06,48,lag7,6932.3041
2015-01-06,49,lag7,6241.1997
2015-01-06,50,lag7,6172.0174
2015-01-06,51,lag7,6116.8516
2015-01-06,52,lag7,6178.5540
2015-01-06,53,lag7,6330.6798
2015-01-06,54,lag7,6831.9465
2015-01-06,55,lag7,7547.3486
2015-01-06,56,lag7,7679.5501
2015-01-06,57,lag7,7854.5735
2015-01-06,58,lag7,7878.8561
2015-01-06,59,lag7,7889.7386
2015-01-06,60,lag7,7893.5078
2015-01-06,61,lag7,7942.9328
2015-01-06,62,lag7,7972.3460
2015-01-06,63,lag7,8021.1803
2015-01-06,64,lag7,8086.4519
2015-01-06,65,lag7,8142.1140
2015-01-06,66,lag7,8177.7437
2015-01-06,67,lag7,8162.4532
2015-01-06,68,lag7,8040.3794
2015-01-06,69,lag7,7920.1825
2015-01-06,70,lag7,7446.2336
2015-01-06,71,lag7,7115.6374
2015-01-06,72,lag7,7155.5260
2015-01-06,73,lag7,7411.0998
2015-01-06,74,lag7,7646.2272
2015-01-06,75,lag7,7863.2003
2015-01-06,76,lag7,7861.8850
2015-01-06,77,lag7,7871.1587
2015-01-06,78,lag7,7844.0664
2015-01-06,79,lag7,7766.0641
2015-01-06,80,lag7,7646.1977
2015-01-06,81,lag7,7643.2023
2015-01-06,82,lag7,7641.9714
2015-01-06,83,lag7,7588.7584
2015-01-06,84,lag7,7500.2547
2015-01-06,85,lag7,7424.5211
2015-01-06,86,lag7,7303.5672
2015-01-06,87,lag7,7136.2764
2015-01-06,88,lag7,6957.7586
2015-01-06,89,lag7,6782.8998
2015-01-06,90,lag7,6575.1766
2015-01-06,91,lag7,6318.6775
2015-01-06,92,lag7,6044.9772
2015-01-06,93,lag7,5794.4514
2015-01-06,94,lag7,5574.9213
2015-01-06,95,lag7,5363.8159
2015-01-07,0,lag7,5165.7761
2015-01-07,1,lag7,5059.3853
2015-01-07,2,lag7,4948.5499
2015-01-07,3,lag7,4901.2590
2015-01-07,4,lag7,4809.4333
2015-01-07,5,lag7,4769.9322
2015-01-07,6,lag7,4711.1936
2015-01-07,7,lag7,4667.8501
2015-01-07,8,lag7,4627.1979
2015-01-07,9,lag7,4598.5136
2015-01-07,10,lag7,4542.4896
2015-01-07,11,lag7,4514.8150
2015-01-07,12,lag7,4461.6335
2015-01-07,13,lag7,4444.3460
2015-01-07,14,lag7,4421.3621
2015-01-07,15,lag7,4405.4748
2015-01-07,16,lag7,4375.2405
2015-01-07,17,lag7,4357.3652
2015-01-07,18,lag7,4343.7053
2015-01-07,19,lag7,4329.7328
2015-01-07,20,lag7,4322.9621
2015-01-07,21,lag7,4313.0172
2015-01-07,22,lag7,4333.6473
2015-01-07,23,lag7,4338.0447
2015-01-07,24,lag7,4395.7483
2015-01-07,25,lag7,4457.9472
2015-01-07,26,lag7,4548.4947
2015-01-07,27,lag7,4686.7234
2015-01-07,28,lag7,4801.7101
2015-01-07,29,lag7,5040.4468
2015-01-07,30,lag7,5205.3311
2015-01-07,31,lag7,5440.6281
2015-01-07,32,lag7,6090.8186
2015-01-07,33,lag7,6942.1501
2015-01-07,34,lag7,7169.3979
2015-01-07,35,lag7,7352.2375
2015-01-07,36,lag7,7446.0072
2015-01-07,37,lag7,7531.1598
2015-01-07,38,lag7,7588.4974
2015-01-07,39,lag7,7663.2616
2015-01-07,40,lag7,7693.4987
2015-01-07,41,lag7,7725.9639
2015-01-07,42,lag7,7797.7699
2015-01-07,43,lag7,7785.8163
2015-01-07,44,lag7,7740.4060
2015-01-07,45,lag7,7739.1540
2015-01-07,46,lag7,7617.8865
2015-01-07,47,lag7,7259.6078
2015-01-07,48,lag7,6413.9205
2015-01-07,49,lag7,5756.5665
2015-01-07,50,lag7,5683.0398
2015-01-07,51,lag7,5675.2262
2015-01-07,52,lag7,5677.9460
2015-01-07,53,lag7,5816.0735
2015-01-07,54,lag7,6247.1777
2015-01-07,55,lag7,6854.8811
2015-01-07,56,lag7,6967.0028
2015-01-07,57,lag7,7075.9324
2015-01-07,58,lag7,7105.0586
2015-01-07,59,lag7,7100.1897
2015-01-07,60,lag7,7103.9509
2015-01-07,61,lag7,7103.3575
2015-01-07,62,lag7,7128.7586
2015-01-07,63,lag7,7178.5689
2015-01-07,64,lag7,7190.0153
2015-01-07,65,lag7,7205.6135
2015-01-07,66,lag7,7206.0147
2015-01-07,67,lag7,7185.1914
2015-01-07,68,lag7,6992.9190
2015-01-07,69,lag7,6826.7411
2015-01-07,70,lag7,6387.2379
2015-01-07,71,lag7,6081.8210
2015-01-07,72,lag7,6068.4508
2015-01-07,73,lag7,6209.6547
2015-01-07,74,lag7,6286.6520
2015-01-07,75,lag7,6316.8579
2015-01-07,76,lag7,6261.6826
2015-01-07,77,lag7,6211.3089
2015-01-07,78,lag7,6116.6903
2015-01-07,79,lag7,6055.0684
2015-01-07,80,lag7,5960.7039
2015-01-07,81,lag7,5926.9394
2015-01-07,82,lag7,5896.6220
2015-01-07,83,lag7,5852.3125
2015-01-07,84,lag7,5802.5111
2015-01-07,85,lag7,5758.5836
2015-01-07,86,lag7,5726.4616
2015-01-07,87,lag7,5634.6343
2015-01-07,88,lag7,5595.0316
2015-01-07,89,lag7,5512.1903
2015-01-07,90,lag7,5389.1181
2015-01-07,91,lag7,5255.9524
2015-01-07,92,lag7,5097.8828
2015-01-07,93,lag7,4889.3870
2015-01-07,94,lag7,4720.7210
2015-01-07,95,lag7,4529.1213
2015-01-08,0,lag7,4353.6091
2015-01-08,1,lag7,4245.7511
2015-01-08,2,lag7,4165.0876
2015-01-08,3,lag7,4070.1956
2015-01-08,4,lag7,3980.6223
2015-01-08,5,lag7,3865.4571
2015-01-08,6,lag7,3813.6037
2015-01-08,7,lag7,3737.4200
2015-01-08,8,lag7,3674.5324
2015-01-08,9,lag7,3598.9457
2015-01-08,10,lag7,3543.8694
2015-01-08,11,lag7,3496.2873
2015-01-08,12,lag7,3439.6844
2015-01-08,13,lag7,3380.0751
2015-01-08,14,lag7,3325.1306
2015-01-08,15,lag7,3320.4149
2015-01-08,16,lag7,3287.1545
2015-01-08,17,lag7,3255.0890
2015-01-08,18,lag7,3214.5423
2015-01-08,19,lag7,3176.5361
2015-01-08,20,lag7,3137.2033
2015-01-08,21,lag7,3135.5153
2015-01-08,22,lag7,3123.3200
2015-01-08,23,lag7,3125.1592
2015-01-08,24,lag7,3095.3865
2015-01-08,25,lag7,3088.3108
2015-01-08,26,lag7,3050.1320
2015-01-08,27,lag7,3029.3592
2015-01-08,28,lag7,3000.1127
2015-01-08,29,lag7,3067.1772
2015-01-08,30,lag7,3022.2051
2015-01-08,31,lag7,2995.6132
2015-01-08,32,lag7,2916.4342
2015-01-08,33,lag7,2958.2357
2015-01-08,34,lag7,2993.3275
2015-01-08,35,lag7,3078.5353
2015-01-08,36,lag7,3124.7889
2015-01-08,37,lag7,3204.4938
2015-01-08,38,lag7,3251.0618
2015-01-08,39,lag7,3345.5242
2015-01-08,40,lag7,3346.3971
2015-01-08,41,lag7,3401.2033
2015-01-08,42,lag7,3439.2318
2015-01-08,43,lag7,3476.7442
2015-01-08,44,lag7,3511.6657
2015-01-08,45,lag7,3572.6020
2015-01-08,46,lag7,3572.6043
2015-01-08,47,lag7,3528.9561
2015-01-08,48,lag7,3463.5407
2015-01-08,49,lag7,3333.2020
2015-01-08,50,lag7,3252.8118
2015-01-08,51,lag7,3169.3159
2015-01-08,52,lag7,3112.8724
2015-01-08,53,lag7,3024.8756
2015-01-08,54,lag7,2989.8180
2015-01-08,55,lag7,2993.3556
2015-01-08,56,lag7,2934.6151
2015-01-08,57,lag7,2931.5519
2015-01-08,58,lag7,2922.9168
2015-01-08,59,lag7,2887.2104
2015-01-08,60,lag7,2892.7851
2015-01-08,61,lag7,2899.9935
2015-01-08,62,lag7,2925.9377
2015-01-08,63,lag7,2947.8011
2015-01-08,64,lag7,3027.9738
2015-01-08,65,lag7,3071.6156
2015-01-08,66,lag7,3150.4825
2015-01-08,67,lag7,3199.8885
2015-01-08,68,lag7,3252.7623
2015-01-08,69,lag7,3353.4901
2015-01-08,70,lag7,3483.0899
2015-01-08,71,lag7,3638.3852
2015-01-08,72,lag7,3777.4325
2015-01-08,73,lag7,3962.4639
2015-01-08,74,lag7,3996.7764
2015-01-08,75,lag7,3978.9257
2015-01-08,76,lag7,3940.6418
2015-01-08,77,lag7,3925.1980
2015-01-08,78,lag7,3890.2600
2015-01-08,79,lag7,3867.0658
2015-01-08,80,lag7,3872.3045
2015-01-08,81,lag7,3914.1958
2015-01-08,82,lag7,3950.7574
2015-01-08,83,lag7,3932.8086
2015-01-08,84,lag7,3935.8349
2015-01-08,85,lag7,3955.4361
2015-01-08,86,lag7,3977.9849
2015-01-08,87,lag7,3930.4249
2015-01-08,88,lag7,3865.4200
2015-01-08,89,lag7,3805.5768
2015-01-08,90,lag7,3706.6333
2015-01-08,91,lag7,3593.0631
2015-01-08,92,lag7,3459.5524
2015-01-08,93,lag7,3304.1031
2015-01-08,94,lag7,3177.4530
2015-01-08,95,lag7,3061.2536
2015-01-09,0,lag7,2945.6045
2015-01-09,1,lag7,2867.3076
2015-01-09,2,lag7,2775.5366
2015-01-09,3,lag7,2698.2709
2015-01-09,4,lag7,2634.0171
2015-01-09,5,lag7,2541.9410
2015-01-09,6,lag7,2510.5084
2015-01-09,7,lag7,2471.9571
2015-01-09,8,lag7,2420.5060
2015-01-09,9,lag7,2386.4441
2015-01-09,10,lag7,2353.2632
2015-01-09,11,lag7,2338.6108
2015-01-09,12,lag7,2310.1623
2015-01-09,13,lag7,2298.2140
2015-01-09,14,lag7,2290.6548
2015-01-09,15,lag7,2286.0719
2015-01-09,16,lag7,2267.6720
2015-01-09,17,lag7,2275.5592
2015-01-09,18,lag7,2269.3977
2015-01-09,19,lag7,2273.8691
2015-01-09,20,lag7,2286.4764
2015-01-09,21,lag7,2307.5137
2015-01-09,22,lag7,2330.3408
2015-01-09,23,lag7,2380.3813
2015-01-09,24,lag7,2432.1658
2015-01-09,25,lag7,2524.3540
2015-01-09,26,lag7,2582.6899
2015-01-09,27,lag7,2688.1258
2015-01-09,28,lag7,2874.2382
2015-01-09,29,lag7,3168.4129
2015-01-09,30,lag7,3437.9767
2015-01-09,31,lag7,3797.6769
2015-01-09,32,lag7,4502.0148
2015-01-09,33,lag7,5303.9641
2015-01-09,34,lag7,5562.9292
2015-01-09,35,lag7,5802.1070
2015-01-09,36,lag7,5921.4676
2015-01-09,37,lag7,6056.2187
2015-01-09,38,lag7,6161.6842
2015-01-09,39,lag7,6264.0545
2015-01-09,40,lag7,6339.8041
2015-01-09,41,lag7,6411.2561
2015-01-09,42,lag7,6468.8228
2015-01-09,43,lag7,6512.9397
2015-01-09,44,lag7,6517.7397
2015-01-09,45,lag7,6548.7634
2015-01-09,46,lag7,6469.6600
2015-01-09,47,lag7,6259.7790
2015-01-09,48,lag7,5629.3759
2015-01-09,49,lag7,5126.9322
2015-01-09,50,lag7,5020.1857
2015-01-09,51,lag7,4940.1602
2015-01-09,52,lag7,4976.2371
2015-01-09,53,lag7,5051.7798
2015-01-09,54,lag7,5352.4065
2015-01-09,55,lag7,5860.8288
2015-01-09,56,lag7,5928.4820
2015-01-09,57,lag7,6050.0819
2015-01-09,58,lag7,6041.4058
2015-01-09,59,lag7,6071.5164
2015-01-09,60,lag7,6073.7903
2015-01-09,61,lag7,6104.9969
2015-01-09,62,lag7,6159.2078
2015-01-09,63,lag7,6206.1700
2015-01-09,64,lag7,6258.0691
2015-01-09,65,lag7,6333.9527
2015-01-09,66,lag7,6380.1958
2015-01-09,67,lag7,6380.0406
2015-01-09,68,lag7,6353.4480
2015-01-09,69,lag7,6300.5551
2015-01-09,70,lag7,6103.9164
2015-01-09,71,lag7,5894.8347
2015-01-09,72,lag7,5978.2680
2015-01-09,73,lag7,6192.6943
2015-01-09,74,lag7,6342.2476
2015-01-09,75,lag7,6517.1875
2015-01-09,76,lag7,6502.4927
2015-01-09,77,lag7,6546.4540
2015-01-09,78,lag7,6477.2364
2015-01-09,79,lag7,6431.0382
2015-01-09,80,lag7,6366.3798
2015-01-09,81,lag7,6391.6961
2015-01-09,82,lag7,6405.8566
2015-01-09,83,lag7,6373.8283
2015-01-09,84,lag7,6308.4691
2015-01-09,85,lag7,6270.0794
2015-01-09,86,lag7,6177.9629
2015-01-09,87,lag7,6088.1955
2015-01-09,88,lag7,5955.4084
2015-01-09,89,lag7,5793.3935
2015-01-09,90,lag7,5622.8987
2015-01-09,91,lag7,5439.3053
2015-01-09,92,lag7,5215.8109
2015-01-09,93,lag7,4991.3763
2015-01-09,94,lag7,4771.1979
2015-01-09,95,lag7,4559.1714
2015-01-10,0,lag7,4425.8767
2015-01-10,1,lag7,4328.0912
2015-01-10,2,lag7,4246.4945
2015-01-10,3,lag7,4168.9572
2015-01-10,4,lag7,4089.8397
2015-01-10,5,lag7,4020.4494
2015-01-10,6,lag7,3999.7832
2015-01-10,7,lag7,3945.0426
2015-01-10,8,lag7,3902.3912
2015-01-10,9,lag7,3869.6774
2015-01-10,10,lag7,3826.0457
2015-01-10,11,lag7,3799.4624
2015-01-10,12,lag7,3751.4740
2015-01-10,13,lag7,3719.9242
2015-01-10,14,lag7,3695.0094
2015-01-10,15,lag7,3703.3450
2015-01-10,16,lag7,3670.0968
2015-01-10,17,lag7,3658.2602
2015-01-10,18,lag7,3648.6958
2015-01-10,19,lag7,3632.8675
2015-01-10,20,lag7,3649.5075
2015-01-10,21,lag7,3666.2425
2015-01-10,22,lag7,3666.9414
2015-01-10,23,lag7,3705.1380
2015-01-10,24,lag7,3740.0730
2015-01-10,25,lag7,3808.5843
2015-01-10,26,lag7,3869.2012
2015-01-10,27,lag7,3959.2405
2015-01-10,28,lag7,4109.3387
2015-01-10,29,lag7,4401.3935
2015-01-10,30,lag7,4629.4736
2015-01-10,31,lag7,4969.1374
2015-01-10,32,lag7,5795.0992
2015-01-10,33,lag7,6642.3700
2015-01-10,34,lag7,6960.2021
2015-01-10,35,lag7,7178.9740
2015-01-10,36,lag7,7254.5411
2015-01-10,37,lag7,7374.6724
2015-01-10,38,lag7,7469.5637
2015-01-10,39,lag7,7556.5426
2015-01-10,40,lag7,7626.6184
2015-01-10,41,lag7,7689.0264
2015-01-10,42,lag7,7754.7034
2015-01-10,43,lag7,7769.1161
2015-01-10,44,lag7,7789.1912
2015-01-10,45,lag7,7784.7100
2015-01-10,46,lag7,7643.3289
2015-01-10,47,lag7,7332.1872
2015-01-10,48,lag7,6534.0691
2015-01-10,49,lag7,5834.0379
2015-01-10,50,lag7,5746.5667
2015-01-10,51,lag7,5704.0891
2015-01-10,52,lag7,5754.2135
2015-01-10,53,lag7,5893.7603
2015-01-10,54,lag7,6339.7675
2015-01-10,55,lag7,6982.6586
2015-01-10,56,lag7,7118.4826
2015-01-10,57,lag7,7270.8213
2015-01-10,58,lag7,7309.4936
2015-01-10,59,lag7,7324.6276
2015-01-10,60,lag7,7334.8361
2015-01-10,61,lag7,7379.0036
2015-01-10,62,lag7,7420.1584
2015-01-10,63,lag7,7478.1386
2015-01-10,64,lag7,7535.7372
2015-01-10,65,lag7,7589.1841
2015-01-10,66,lag7,7657.8700
2015-01-10,67,lag7,7642.8873
2015-01-10,68,lag7,7557.2997
2015-01-10,69,lag7,7446.2823
2015-01-10,70,lag7,7058.4002
2015-01-10,71,lag7,6739.4140
2015-01-10,72,lag7,6763.3689
2015-01-10,73,lag7,6969.7699
2015-01-10,74,lag7,7119.4722
2015-01-10,75,lag7,7282.6150
2015-01-10,76,lag7,7269.4328
2015-01-10,77,lag7,7291.7860
2015-01-10,78,lag7,7227.4426
2015-01-10,79,lag7,7153.8499
2015-01-10,80,lag7,7047.6151
2015-01-10,81,lag7,7063.3338
2015-01-10,82,lag7,7089.4403
2015-01-10,83,lag7,7043.2037
2015-01-10,84,lag7,6988.2175
2015-01-10,85,lag7,6894.4703
2015-01-10,86,lag7,6794.5966
2015-01-10,87,lag7,6657.9475
2015-01-10,88,lag7,6503.9223
2015-01-10,89,lag7,6341.0280
2015-01-10,90,lag7,6183.2626
2015-01-10,91,lag7,5943.9377
2015-01-10,92,lag7,5696.5966
2015-01-10,93,lag7,5477.0190
2015-01-10,94,lag7,5273.1550
2015-01-10,95,lag7,5041.3005
2015-01-04,0,avg4,5461.4317
2015-01-04,1,avg4,5352.1278
2015-01-04,2,avg4,5257.9237
2015-01-04,3,avg4,5194.5366
2015-01-04,4,avg4,5116.6094
2015-01-04,5,avg4,5042.5510
2015-01-04,6,avg4,5000.0010
2015-01-04,7,avg4,4951.5735
2015-01-04,8,avg4,4905.1962
2015-01-04,9,avg4,4853.6665
2015-01-04,10,avg4,4816.1624
2015-01-04,11,avg4,4762.8497
2015-01-04,12,avg4,4726.5978
2015-01-04,13,avg4,4698.3807
2015-01-04,14,avg4,4674.3978
2015-01-04,15,avg4,4648.1992
2015-01-04,16,avg4,4619.9372
2015-01-04,17,avg4,4598.9896
2015-01-04,18,avg4,4576.0061
2015-01-04,19,avg4,4551.1336
2015-01-04,20,avg4,4549.7334
2015-01-04,21,avg4,4549.1220
2015-01-04,22,avg4,4546.7988
2015-01-04,23,avg4,4553.1609
2015-01-04,24,avg4,4569.8466
2015-01-04,25,avg4,4584.0994
2015-01-04,26,avg4,4597.9648
2015-01-04,27,avg4,4623.4936
2015-01-04,28,avg4,4680.3766
2015-01-04,29,avg4,4833.2501
2015-01-04,30,avg4,4919.2148
2015-01-04,31,avg4,5079.5428
2015-01-04,32,avg4,5443.0629
2015-01-04,33,avg4,6005.1980
2015-01-04,34,avg4,6219.0973
2015-01-04,35,avg4,6386.7282
2015-01-04,36,avg4,6486.3621
2015-01-04,37,avg4,6568.1638
2015-01-04,38,avg4,6650.4867
2015-01-04,39,avg4,6741.7370
2015-01-04,40,avg4,6786.9929
2015-01-04,41,avg4,6848.5935
2015-01-04,42,avg4,6917.8890
2015-01-04,43,avg4,6960.5846
2015-01-04,44,avg4,6985.1204
2015-01-04,45,avg4,6998.5880
2015-01-04,46,avg4,6909.0714
2015-01-04,47,avg4,6671.3008
2015-01-04,48,avg4,6059.6136
2015-01-04,49,avg4,5600.1782
2015-01-04,50,avg4,5549.5272
2015-01-04,51,avg4,5527.9465
2015-01-04,52,avg4,5517.6941
2015-01-04,53,avg4,5597.3229
2015-01-04,54,avg4,5824.8164
2015-01-04,55,avg4,6233.4453
2015-01-04,56,avg4,6321.8623
2015-01-04,57,avg4,6379.7341
2015-01-04,58,avg4,6409.2065
2015-01-04,59,avg4,6408.9040
2015-01-04,60,avg4,6428.9608
2015-01-04,61,avg4,6453.0642
2015-01-04,62,avg4,6485.3380
